Index	Plate	Plate ID	Row	Column	Compound A	Conc. A [uM]	Compound B	Conc. B [uM]	Well Type	Masked	Well Tags	Timestamp	Raw	Normalized
1189	4	ETECS03 K562_4	B	13	SW196654-6	50	SW219672-2	20	Compound			21.06.2021 13:40:19	3567760	-55.96543
1190	4	ETECS03 K562_4	B	14	SW196654-6	40	SW219672-2	20	Compound			21.06.2021 13:40:19	3919680	-51.62191
1191	4	ETECS03 K562_4	B	15	SW196654-6	32	SW219672-2	20	Compound			21.06.2021 13:40:19	4599800	-43.22762
1192	4	ETECS03 K562_4	B	16	SW196654-6	25.6	SW219672-2	20	Compound			21.06.2021 13:40:19	4473040	-44.79214
1193	4	ETECS03 K562_4	B	17	SW196654-6	20.48	SW219672-2	20	Compound			21.06.2021 13:40:19	4405760	-45.62254
1194	4	ETECS03 K562_4	B	18	SW196654-6	16.384	SW219672-2	20	Compound			21.06.2021 13:40:19	4216080	-47.96363
1195	4	ETECS03 K562_4	B	19	SW196654-6	13.1072	SW219672-2	20	Compound			21.06.2021 13:40:19	4169920	-48.53336
1196	4	ETECS03 K562_4	B	20	SW196654-6	10.48576	SW219672-2	20	Compound			21.06.2021 13:40:19	3752680	-53.68308
1197	4	ETECS03 K562_4	B	21	SW196654-6	8.388608	SW219672-2	20	Compound			21.06.2021 13:40:19	3526280	-56.47739
1198	4	ETECS03 K562_4	B	22	SW196654-6	6.710886	SW219672-2	20	Compound			21.06.2021 13:40:19	3274800	-59.58125
1199	4	ETECS03 K562_4	B	23	SW196654-6	0	SW219672-2	20	Compound			21.06.2021 13:40:19	3707720	-54.238
1213	4	ETECS03 K562_4	C	13	SW196654-6	50	SW219672-2	16.66667	Compound			21.06.2021 13:40:19	4454240	-45.02418
1214	4	ETECS03 K562_4	C	14	SW196654-6	40	SW219672-2	16.66667	Compound			21.06.2021 13:40:19	4629680	-42.85883
1215	4	ETECS03 K562_4	C	15	SW196654-6	32	SW219672-2	16.66667	Compound			21.06.2021 13:40:19	4986600	-38.4536
1216	4	ETECS03 K562_4	C	16	SW196654-6	25.6	SW219672-2	16.66667	Compound			21.06.2021 13:40:19	5321640	-34.31842
1217	4	ETECS03 K562_4	C	17	SW196654-6	20.48	SW219672-2	16.66667	Compound			21.06.2021 13:40:19	5735080	-29.21559
1218	4	ETECS03 K562_4	C	18	SW196654-6	16.384	SW219672-2	16.66667	Compound			21.06.2021 13:40:19	5338120	-34.11502
1219	4	ETECS03 K562_4	C	19	SW196654-6	13.1072	SW219672-2	16.66667	Compound			21.06.2021 13:40:19	5541920	-31.59964
1220	4	ETECS03 K562_4	C	20	SW196654-6	10.48576	SW219672-2	16.66667	Compound			21.06.2021 13:40:19	5031600	-37.89819
1221	4	ETECS03 K562_4	C	21	SW196654-6	8.388608	SW219672-2	16.66667	Compound			21.06.2021 13:40:19	4656440	-42.52855
1222	4	ETECS03 K562_4	C	22	SW196654-6	6.710886	SW219672-2	16.66667	Compound			21.06.2021 13:40:19	4454640	-45.01924
1223	4	ETECS03 K562_4	C	23	SW196654-6	0	SW219672-2	16.66667	Compound			21.06.2021 13:40:19	4979720	-38.53852
1237	4	ETECS03 K562_4	D	13	SW196654-6	50	SW219672-2	13.88889	Compound			21.06.2021 13:40:19	4582680	-43.43893
1238	4	ETECS03 K562_4	D	14	SW196654-6	40	SW219672-2	13.88889	Compound			21.06.2021 13:40:19	5359640	-33.84941
1239	4	ETECS03 K562_4	D	15	SW196654-6	32	SW219672-2	13.88889	Compound			21.06.2021 13:40:19	5738840	-29.16919
1240	4	ETECS03 K562_4	D	16	SW196654-6	25.6	SW219672-2	13.88889	Compound			21.06.2021 13:40:19	6094920	-24.77432
1241	4	ETECS03 K562_4	D	17	SW196654-6	20.48	SW219672-2	13.88889	Compound			21.06.2021 13:40:19	5557680	-31.40513
1242	4	ETECS03 K562_4	D	18	SW196654-6	16.384	SW219672-2	13.88889	Compound			21.06.2021 13:40:19	5616760	-30.67594
1243	4	ETECS03 K562_4	D	19	SW196654-6	13.1072	SW219672-2	13.88889	Compound			21.06.2021 13:40:19	5927040	-26.84635
1244	4	ETECS03 K562_4	D	20	SW196654-6	10.48576	SW219672-2	13.88889	Compound			21.06.2021 13:40:19	5924200	-26.88141
1245	4	ETECS03 K562_4	D	21	SW196654-6	8.388608	SW219672-2	13.88889	Compound			21.06.2021 13:40:19	5768560	-28.80237
1246	4	ETECS03 K562_4	D	22	SW196654-6	6.710886	SW219672-2	13.88889	Compound			21.06.2021 13:40:19	5207200	-35.73088
1247	4	ETECS03 K562_4	D	23	SW196654-6	0	SW219672-2	13.88889	Compound			21.06.2021 13:40:19	6030240	-25.57262
1261	4	ETECS03 K562_4	E	13	SW196654-6	50	SW219672-2	11.57407	Compound			21.06.2021 13:40:19	4544080	-43.91534
1262	4	ETECS03 K562_4	E	14	SW196654-6	40	SW219672-2	11.57407	Compound			21.06.2021 13:40:19	5326200	-34.26213
1263	4	ETECS03 K562_4	E	15	SW196654-6	32	SW219672-2	11.57407	Compound			21.06.2021 13:40:19	6432280	-20.6105
1264	4	ETECS03 K562_4	E	16	SW196654-6	25.6	SW219672-2	11.57407	Compound			21.06.2021 13:40:19	6591440	-18.64609
1265	4	ETECS03 K562_4	E	17	SW196654-6	20.48	SW219672-2	11.57407	Compound			21.06.2021 13:40:19	6318440	-22.01556
1266	4	ETECS03 K562_4	E	18	SW196654-6	16.384	SW219672-2	11.57407	Compound			21.06.2021 13:40:19	5401960	-33.32708
1267	4	ETECS03 K562_4	E	19	SW196654-6	13.1072	SW219672-2	11.57407	Compound			21.06.2021 13:40:19	6002960	-25.90932
1268	4	ETECS03 K562_4	E	20	SW196654-6	10.48576	SW219672-2	11.57407	Compound			21.06.2021 13:40:19	6382480	-21.22515
1269	4	ETECS03 K562_4	E	21	SW196654-6	8.388608	SW219672-2	11.57407	Compound			21.06.2021 13:40:19	6169520	-23.85358
1270	4	ETECS03 K562_4	E	22	SW196654-6	6.710886	SW219672-2	11.57407	Compound			21.06.2021 13:40:19	6128880	-24.35517
1271	4	ETECS03 K562_4	E	23	SW196654-6	0	SW219672-2	11.57407	Compound			21.06.2021 13:40:19	6703520	-17.26276
1285	4	ETECS03 K562_4	F	13	SW196654-6	50	SW219672-2	9.645061	Compound			21.06.2021 13:40:19	5003520	-38.24477
1286	4	ETECS03 K562_4	F	14	SW196654-6	40	SW219672-2	9.645061	Compound			21.06.2021 13:40:19	5360560	-33.83805
1287	4	ETECS03 K562_4	F	15	SW196654-6	32	SW219672-2	9.645061	Compound			21.06.2021 13:40:19	6348840	-21.64035
1288	4	ETECS03 K562_4	F	16	SW196654-6	25.6	SW219672-2	9.645061	Compound			21.06.2021 13:40:19	6166040	-23.89653
1289	4	ETECS03 K562_4	F	17	SW196654-6	20.48	SW219672-2	9.645061	Compound			21.06.2021 13:40:19	6678080	-17.57675
1290	4	ETECS03 K562_4	F	18	SW196654-6	16.384	SW219672-2	9.645061	Compound			21.06.2021 13:40:19	6252600	-22.82818
1291	4	ETECS03 K562_4	F	19	SW196654-6	13.1072	SW219672-2	9.645061	Compound			21.06.2021 13:40:19	6581760	-18.76557
1292	4	ETECS03 K562_4	F	20	SW196654-6	10.48576	SW219672-2	9.645061	Compound			21.06.2021 13:40:19	6900800	-14.82786
1293	4	ETECS03 K562_4	F	21	SW196654-6	8.388608	SW219672-2	9.645061	Compound			21.06.2021 13:40:19	6219720	-23.23399
1294	4	ETECS03 K562_4	F	22	SW196654-6	6.710886	SW219672-2	9.645061	Compound			21.06.2021 13:40:19	6255800	-22.78868
1295	4	ETECS03 K562_4	F	23	SW196654-6	0	SW219672-2	9.645061	Compound			21.06.2021 13:40:19	7553200	-6.775707
1309	4	ETECS03 K562_4	G	13	SW196654-6	50	SW219672-2	8.037552	Compound			21.06.2021 13:40:19	4948200	-38.92755
1310	4	ETECS03 K562_4	G	14	SW196654-6	40	SW219672-2	8.037552	Compound			21.06.2021 13:40:19	5156240	-36.35984
1311	4	ETECS03 K562_4	G	15	SW196654-6	32	SW219672-2	8.037552	Compound			21.06.2021 13:40:19	5887800	-27.33067
1312	4	ETECS03 K562_4	G	16	SW196654-6	25.6	SW219672-2	8.037552	Compound			21.06.2021 13:40:19	6581840	-18.76458
1313	4	ETECS03 K562_4	G	17	SW196654-6	20.48	SW219672-2	8.037552	Compound			21.06.2021 13:40:19	6830080	-15.70071
1314	4	ETECS03 K562_4	G	18	SW196654-6	16.384	SW219672-2	8.037552	Compound			21.06.2021 13:40:19	6375640	-21.30957
1315	4	ETECS03 K562_4	G	19	SW196654-6	13.1072	SW219672-2	8.037552	Compound			21.06.2021 13:40:19	6305320	-22.17749
1316	4	ETECS03 K562_4	G	20	SW196654-6	10.48576	SW219672-2	8.037552	Compound			21.06.2021 13:40:19	6830760	-15.69232
1317	4	ETECS03 K562_4	G	21	SW196654-6	8.388608	SW219672-2	8.037552	Compound			21.06.2021 13:40:19	6514880	-19.59102
1318	4	ETECS03 K562_4	G	22	SW196654-6	6.710886	SW219672-2	8.037552	Compound			21.06.2021 13:40:19	6368400	-21.39893
1319	4	ETECS03 K562_4	G	23	SW196654-6	0	SW219672-2	8.037552	Compound			21.06.2021 13:40:19	7300400	-9.895855
1333	4	ETECS03 K562_4	H	13	SW196654-6	50	SW219672-2	6.697959	Compound			21.06.2021 13:40:19	4662720	-42.45104
1334	4	ETECS03 K562_4	H	14	SW196654-6	40	SW219672-2	6.697959	Compound			21.06.2021 13:40:19	6095120	-24.77185
1335	4	ETECS03 K562_4	H	15	SW196654-6	32	SW219672-2	6.697959	Compound			21.06.2021 13:40:19	6512160	-19.62459
1336	4	ETECS03 K562_4	H	16	SW196654-6	25.6	SW219672-2	6.697959	Compound			21.06.2021 13:40:19	6744240	-16.76018
1337	4	ETECS03 K562_4	H	17	SW196654-6	20.48	SW219672-2	6.697959	Compound			21.06.2021 13:40:19	6233520	-23.06367
1338	4	ETECS03 K562_4	H	18	SW196654-6	16.384	SW219672-2	6.697959	Compound			21.06.2021 13:40:19	6027040	-25.61212
1339	4	ETECS03 K562_4	H	19	SW196654-6	13.1072	SW219672-2	6.697959	Compound			21.06.2021 13:40:19	6409680	-20.88944
1340	4	ETECS03 K562_4	H	20	SW196654-6	10.48576	SW219672-2	6.697959	Compound			21.06.2021 13:40:19	6642320	-18.01811
1341	4	ETECS03 K562_4	H	21	SW196654-6	8.388608	SW219672-2	6.697959	Compound			21.06.2021 13:40:19	7018640	-13.37344
1342	4	ETECS03 K562_4	H	22	SW196654-6	6.710886	SW219672-2	6.697959	Compound			21.06.2021 13:40:19	6603200	-18.50095
1343	4	ETECS03 K562_4	H	23	SW196654-6	0	SW219672-2	6.697959	Compound			21.06.2021 13:40:19	7800240	-3.726651
1357	4	ETECS03 K562_4	I	13	SW196654-6	50	SW219672-2	5.581633	Compound			21.06.2021 13:40:19	4881840	-39.74659
1358	4	ETECS03 K562_4	I	14	SW196654-6	40	SW219672-2	5.581633	Compound			21.06.2021 13:40:19	5186600	-35.98513
1359	4	ETECS03 K562_4	I	15	SW196654-6	32	SW219672-2	5.581633	Compound			21.06.2021 13:40:19	5787360	-28.57034
1360	4	ETECS03 K562_4	I	16	SW196654-6	25.6	SW219672-2	5.581633	Compound			21.06.2021 13:40:19	6010120	-25.82095
1361	4	ETECS03 K562_4	I	17	SW196654-6	20.48	SW219672-2	5.581633	Compound			21.06.2021 13:40:19	6567440	-18.94231
1362	4	ETECS03 K562_4	I	18	SW196654-6	16.384	SW219672-2	5.581633	Compound			21.06.2021 13:40:19	6139600	-24.22286
1363	4	ETECS03 K562_4	I	19	SW196654-6	13.1072	SW219672-2	5.581633	Compound			21.06.2021 13:40:19	6828240	-15.72342
1364	4	ETECS03 K562_4	I	20	SW196654-6	10.48576	SW219672-2	5.581633	Compound			21.06.2021 13:40:19	7149040	-11.76399
1365	4	ETECS03 K562_4	I	21	SW196654-6	8.388608	SW219672-2	5.581633	Compound			21.06.2021 13:40:19	7102360	-12.34014
1366	4	ETECS03 K562_4	I	22	SW196654-6	6.710886	SW219672-2	5.581633	Compound			21.06.2021 13:40:19	6975160	-13.91008
1367	4	ETECS03 K562_4	I	23	SW196654-6	0	SW219672-2	5.581633	Compound			21.06.2021 13:40:19	7766800	-4.13938
1381	4	ETECS03 K562_4	J	13	SW196654-6	50	SW219672-2	4.651361	Compound			21.06.2021 13:40:19	4897160	-39.5575
1382	4	ETECS03 K562_4	J	14	SW196654-6	40	SW219672-2	4.651361	Compound			21.06.2021 13:40:19	5007040	-38.20132
1383	4	ETECS03 K562_4	J	15	SW196654-6	32	SW219672-2	4.651361	Compound			21.06.2021 13:40:19	5554520	-31.44413
1384	4	ETECS03 K562_4	J	16	SW196654-6	25.6	SW219672-2	4.651361	Compound			21.06.2021 13:40:19	5928520	-26.82809
1385	4	ETECS03 K562_4	J	17	SW196654-6	20.48	SW219672-2	4.651361	Compound			21.06.2021 13:40:19	6591880	-18.64066
1386	4	ETECS03 K562_4	J	18	SW196654-6	16.384	SW219672-2	4.651361	Compound			21.06.2021 13:40:19	6569000	-18.92306
1387	4	ETECS03 K562_4	J	19	SW196654-6	13.1072	SW219672-2	4.651361	Compound			21.06.2021 13:40:19	6870120	-15.20652
1388	4	ETECS03 K562_4	J	20	SW196654-6	10.48576	SW219672-2	4.651361	Compound			21.06.2021 13:40:19	7092440	-12.46257
1389	4	ETECS03 K562_4	J	21	SW196654-6	8.388608	SW219672-2	4.651361	Compound			21.06.2021 13:40:19	6710360	-17.17834
