Index	Plate	Plate ID	Row	Column	Compound A	Conc. A [uM]	Compound B	Conc. B [uM]	Well Type	Masked	Well Tags	Raw	Normalized
1	1	ETECS02 IDH2_1	A	1	SW197746-5	0.5	SW197746-5	0.5	Compound			411480	-74.05163
2	1	ETECS02 IDH2_1	A	2	SW197746-5	0.2777778	SW197746-5	0.5	Compound			466760	-70.32816
3	1	ETECS02 IDH2_1	A	3	SW197746-5	0.154321	SW197746-5	0.5	Compound			402440	-74.66053
4	1	ETECS02 IDH2_1	A	4	SW197746-5	0.08573388	SW197746-5	0.5	Compound			434640	-72.49165
5	1	ETECS02 IDH2_1	A	5	SW197746-5	0.04762993	SW197746-5	0.5	Compound			469200	-70.16381
6	1	ETECS02 IDH2_1	A	6	SW197746-5	0.02646107	SW197746-5	0.5	Compound			490360	-68.73856
7	1	ETECS02 IDH2_1	A	7	SW197746-5	0.0147006	SW197746-5	0.5	Compound			440680	-72.08482
8	1	ETECS02 IDH2_1	A	8	SW197746-5	0	SW197746-5	0.5	Compound			484280	-69.14808
9	1	ETECS02 IDH2_1	A	9	SW337295-1	50	SW337295-1	50	Compound			56760	-97.94429
10	1	ETECS02 IDH2_1	A	10	SW337295-1	20	SW337295-1	50	Compound			122200	-93.53648
11	1	ETECS02 IDH2_1	A	11	SW337295-1	8	SW337295-1	50	Compound			124320	-93.39369
12	1	ETECS02 IDH2_1	A	12	SW337295-1	3.2	SW337295-1	50	Compound			129040	-93.07577
13	1	ETECS02 IDH2_1	A	13	SW337295-1	1.28	SW337295-1	50	Compound			127760	-93.16198
14	1	ETECS02 IDH2_1	A	14	SW337295-1	0.512	SW337295-1	50	Compound			144800	-92.01423
15	1	ETECS02 IDH2_1	A	15	SW337295-1	0.2048	SW337295-1	50	Compound			165840	-90.59705
16	1	ETECS02 IDH2_1	A	16	SW337295-1	0	SW337295-1	50	Compound			144960	-92.00346
17	1	ETECS02 IDH2_1	A	17	SW198601-4	1	SW198601-4	1	Compound			1558280	3.192693
18	1	ETECS02 IDH2_1	A	18	SW198601-4	0.25	SW198601-4	1	Compound			1333720	-11.93286
19	1	ETECS02 IDH2_1	A	19	SW198601-4	0.0625	SW198601-4	1	Compound			1385440	-8.449186
20	1	ETECS02 IDH2_1	A	20	SW198601-4	0.015625	SW198601-4	1	Compound			1356280	-10.4133
21	1	ETECS02 IDH2_1	A	21	SW198601-4	0.00390625	SW198601-4	1	Compound			1353240	-10.61806
22	1	ETECS02 IDH2_1	A	22	SW198601-4	0.000976563	SW198601-4	1	Compound			1471960	-2.621511
23	1	ETECS02 IDH2_1	A	23	SW198601-4	0.000244141	SW198601-4	1	Compound			1424760	-5.800733
24	1	ETECS02 IDH2_1	A	24	SW198601-4	0	SW198601-4	1	Compound			1266080	-16.48885
25	1	ETECS02 IDH2_1	B	1	SW197746-5	0.5	SW197746-5	0.2777778	Compound			447080	-71.65374
26	1	ETECS02 IDH2_1	B	2	SW197746-5	0.2777778	SW197746-5	0.2777778	Compound			462080	-70.64339
27	1	ETECS02 IDH2_1	B	3	SW197746-5	0.154321	SW197746-5	0.2777778	Compound			507320	-67.59619
28	1	ETECS02 IDH2_1	B	4	SW197746-5	0.08573388	SW197746-5	0.2777778	Compound			497080	-68.28592
29	1	ETECS02 IDH2_1	B	5	SW197746-5	0.04762993	SW197746-5	0.2777778	Compound			531960	-65.93652
30	1	ETECS02 IDH2_1	B	6	SW197746-5	0.02646107	SW197746-5	0.2777778	Compound			540880	-65.33571
31	1	ETECS02 IDH2_1	B	7	SW197746-5	0.0147006	SW197746-5	0.2777778	Compound			560080	-64.04247
32	1	ETECS02 IDH2_1	B	8	SW197746-5	0	SW197746-5	0.2777778	Compound			568880	-63.44973
33	1	ETECS02 IDH2_1	B	9	SW337295-1	50	SW337295-1	20	Compound			121160	-93.60654
34	1	ETECS02 IDH2_1	B	10	SW337295-1	20	SW337295-1	20	Compound			222680	-86.76852
35	1	ETECS02 IDH2_1	B	11	SW337295-1	8	SW337295-1	20	Compound			256400	-84.49725
36	1	ETECS02 IDH2_1	B	12	SW337295-1	3.2	SW337295-1	20	Compound			285960	-82.5062
37	1	ETECS02 IDH2_1	B	13	SW337295-1	1.28	SW337295-1	20	Compound			290920	-82.17211
38	1	ETECS02 IDH2_1	B	14	SW337295-1	0.512	SW337295-1	20	Compound			286840	-82.44693
39	1	ETECS02 IDH2_1	B	15	SW337295-1	0.2048	SW337295-1	20	Compound			316960	-80.41815
40	1	ETECS02 IDH2_1	B	16	SW337295-1	0	SW337295-1	20	Compound			300000	-81.56052
41	1	ETECS02 IDH2_1	B	17	SW198601-4	1	SW198601-4	0.25	Compound			1909040	26.81862
42	1	ETECS02 IDH2_1	B	18	SW198601-4	0.25	SW198601-4	0.25	Compound			1654240	9.656214
43	1	ETECS02 IDH2_1	B	19	SW198601-4	0.0625	SW198601-4	0.25	Compound			1669840	10.70697
44	1	ETECS02 IDH2_1	B	20	SW198601-4	0.015625	SW198601-4	0.25	Compound			1536920	1.753961
45	1	ETECS02 IDH2_1	B	21	SW198601-4	0.00390625	SW198601-4	0.25	Compound			1482720	-1.896756
46	1	ETECS02 IDH2_1	B	22	SW198601-4	0.000976563	SW198601-4	0.25	Compound			1423000	-5.919281
47	1	ETECS02 IDH2_1	B	23	SW198601-4	0.000244141	SW198601-4	0.25	Compound			1450440	-4.071021
48	1	ETECS02 IDH2_1	B	24	SW198601-4	0	SW198601-4	0.25	Compound			1423800	-5.865395
49	1	ETECS02 IDH2_1	C	1	SW197746-5	0.5	SW197746-5	0.154321	Compound			454520	-71.1526
50	1	ETECS02 IDH2_1	C	2	SW197746-5	0.2777778	SW197746-5	0.154321	Compound			447440	-71.62949
51	1	ETECS02 IDH2_1	C	3	SW197746-5	0.154321	SW197746-5	0.154321	Compound			487280	-68.94601
52	1	ETECS02 IDH2_1	C	4	SW197746-5	0.08573388	SW197746-5	0.154321	Compound			495720	-68.37753
53	1	ETECS02 IDH2_1	C	5	SW197746-5	0.04762993	SW197746-5	0.154321	Compound			587640	-62.18612
54	1	ETECS02 IDH2_1	C	6	SW197746-5	0.02646107	SW197746-5	0.154321	Compound			630840	-59.27633
55	1	ETECS02 IDH2_1	C	7	SW197746-5	0.0147006	SW197746-5	0.154321	Compound			630240	-59.31674
56	1	ETECS02 IDH2_1	C	8	SW197746-5	0	SW197746-5	0.154321	Compound			615800	-60.28936
57	1	ETECS02 IDH2_1	C	9	SW337295-1	50	SW337295-1	8	Compound			151800	-91.54273
58	1	ETECS02 IDH2_1	C	10	SW337295-1	20	SW337295-1	8	Compound			287680	-82.39035
59	1	ETECS02 IDH2_1	C	11	SW337295-1	8	SW337295-1	8	Compound			354240	-77.9071
60	1	ETECS02 IDH2_1	C	12	SW337295-1	3.2	SW337295-1	8	Compound			461400	-70.68919
61	1	ETECS02 IDH2_1	C	13	SW337295-1	1.28	SW337295-1	8	Compound			485280	-69.08073
62	1	ETECS02 IDH2_1	C	14	SW337295-1	0.512	SW337295-1	8	Compound			592760	-61.84126
63	1	ETECS02 IDH2_1	C	15	SW337295-1	0.2048	SW337295-1	8	Compound			582960	-62.50135
64	1	ETECS02 IDH2_1	C	16	SW337295-1	0	SW337295-1	8	Compound			566600	-63.6033
65	1	ETECS02 IDH2_1	C	17	SW198601-4	1	SW198601-4	0.0625	Compound			1912800	27.07188
66	1	ETECS02 IDH2_1	C	18	SW198601-4	0.25	SW198601-4	0.0625	Compound			1938480	28.8016
67	1	ETECS02 IDH2_1	C	19	SW198601-4	0.0625	SW198601-4	0.0625	Compound			1824200	21.10411
68	1	ETECS02 IDH2_1	C	20	SW198601-4	0.015625	SW198601-4	0.0625	Compound			1906760	26.66505
69	1	ETECS02 IDH2_1	C	21	SW198601-4	0.00390625	SW198601-4	0.0625	Compound			1674720	11.03567
70	1	ETECS02 IDH2_1	C	22	SW198601-4	0.000976563	SW198601-4	0.0625	Compound			1576840	4.442828
71	1	ETECS02 IDH2_1	C	23	SW198601-4	0.000244141	SW198601-4	0.0625	Compound			1553520	2.872077
72	1	ETECS02 IDH2_1	C	24	SW198601-4	0	SW198601-4	0.0625	Compound			1594080	5.604053
73	1	ETECS02 IDH2_1	D	1	SW197746-5	0.5	SW197746-5	0.08573388	Compound			465200	-70.43324
74	1	ETECS02 IDH2_1	D	2	SW197746-5	0.2777778	SW197746-5	0.08573388	Compound			493120	-68.55265
75	1	ETECS02 IDH2_1	D	3	SW197746-5	0.154321	SW197746-5	0.08573388	Compound			537080	-65.59166
76	1	ETECS02 IDH2_1	D	4	SW197746-5	0.08573388	SW197746-5	0.08573388	Compound			566640	-63.60061
77	1	ETECS02 IDH2_1	D	5	SW197746-5	0.04762993	SW197746-5	0.08573388	Compound			652360	-57.82682
78	1	ETECS02 IDH2_1	D	6	SW197746-5	0.02646107	SW197746-5	0.08573388	Compound			693040	-55.08676
79	1	ETECS02 IDH2_1	D	7	SW197746-5	0.0147006	SW197746-5	0.08573388	Compound			666320	-56.88652
80	1	ETECS02 IDH2_1	D	8	SW197746-5	0	SW197746-5	0.08573388	Compound			772800	-49.71441
81	1	ETECS02 IDH2_1	D	9	SW337295-1	50	SW337295-1	3.2	Compound			140880	-92.27827
82	1	ETECS02 IDH2_1	D	10	SW337295-1	20	SW337295-1	3.2	Compound			288080	-82.3634
83	1	ETECS02 IDH2_1	D	11	SW337295-1	8	SW337295-1	3.2	Compound			443200	-71.91508
84	1	ETECS02 IDH2_1	D	12	SW337295-1	3.2	SW337295-1	3.2	Compound			563640	-63.80268
85	1	ETECS02 IDH2_1	D	13	SW337295-1	1.28	SW337295-1	3.2	Compound			841560	-45.08298
86	1	ETECS02 IDH2_1	D	14	SW337295-1	0.512	SW337295-1	3.2	Compound			966800	-36.64727
87	1	ETECS02 IDH2_1	D	15	SW337295-1	0.2048	SW337295-1	3.2	Compound			1009480	-33.7725
88	1	ETECS02 IDH2_1	D	16	SW337295-1	0	SW337295-1	3.2	Compound			1075560	-29.32159
89	1	ETECS02 IDH2_1	D	17	SW198601-4	1	SW198601-4	0.015625	Compound			1907000	26.68122
90	1	ETECS02 IDH2_1	D	18	SW198601-4	0.25	SW198601-4	0.015625	Compound			1668800	10.63692
91	1	ETECS02 IDH2_1	D	19	SW198601-4	0.0625	SW198601-4	0.015625	Compound			1691840	12.18881
92	1	ETECS02 IDH2_1	D	20	SW198601-4	0.015625	SW198601-4	0.015625	Compound			1607120	6.48238
93	1	ETECS02 IDH2_1	D	21	SW198601-4	0.00390625	SW198601-4	0.015625	Compound			1359560	-10.19237
94	1	ETECS02 IDH2_1	D	22	SW198601-4	0.000976563	SW198601-4	0.015625	Compound			1300880	-14.14484
95	1	ETECS02 IDH2_1	D	23	SW198601-4	0.000244141	SW198601-4	0.015625	Compound			1153360	-24.08126
96	1	ETECS02 IDH2_1	D	24	SW198601-4	0	SW198601-4	0.015625	Compound			1076480	-29.25962
97	1	ETECS02 IDH2_1	E	1	SW197746-5	0.5	SW197746-5	0.04762993	Compound			457600	-70.94514
98	1	ETECS02 IDH2_1	E	2	SW197746-5	0.2777778	SW197746-5	0.04762993	Compound			520800	-66.68822
99	1	ETECS02 IDH2_1	E	3	SW197746-5	0.154321	SW197746-5	0.04762993	Compound			513120	-67.20552
100	1	ETECS02 IDH2_1	E	4	SW197746-5	0.08573388	SW197746-5	0.04762993	Compound			611360	-60.58843
101	1	ETECS02 IDH2_1	E	5	SW197746-5	0.04762993	SW197746-5	0.04762993	Compound			729880	-52.60535
102	1	ETECS02 IDH2_1	E	6	SW197746-5	0.02646107	SW197746-5	0.04762993	Compound			824680	-46.21996
103	1	ETECS02 IDH2_1	E	7	SW197746-5	0.0147006	SW197746-5	0.04762993	Compound			861640	-43.73047
104	1	ETECS02 IDH2_1	E	8	SW197746-5	0	SW197746-5	0.04762993	Compound			1067960	-29.8335
105	1	ETECS02 IDH2_1	E	9	SW337295-1	50	SW337295-1	1.28	Compound			152960	-91.4646
106	1	ETECS02 IDH2_1	E	10	SW337295-1	20	SW337295-1	1.28	Compound			320800	-80.1595
107	1	ETECS02 IDH2_1	E	11	SW337295-1	8	SW337295-1	1.28	Compound			481040	-69.36632
108	1	ETECS02 IDH2_1	E	12	SW337295-1	3.2	SW337295-1	1.28	Compound			811840	-47.08482
109	1	ETECS02 IDH2_1	E	13	SW337295-1	1.28	SW337295-1	1.28	Compound			1130960	-25.59004
110	1	ETECS02 IDH2_1	E	14	SW337295-1	0.512	SW337295-1	1.28	Compound			1277200	-15.73984
111	1	ETECS02 IDH2_1	E	15	SW337295-1	0.2048	SW337295-1	1.28	Compound			1326920	-12.39088
112	1	ETECS02 IDH2_1	E	16	SW337295-1	0	SW337295-1	1.28	Compound			1397120	-7.662464
113	1	ETECS02 IDH2_1	E	17	SW198601-4	1	SW198601-4	0.00390625	Compound			1925600	27.93405
114	1	ETECS02 IDH2_1	E	18	SW198601-4	0.25	SW198601-4	0.00390625	Compound			1868560	24.09204
115	1	ETECS02 IDH2_1	E	19	SW198601-4	0.0625	SW198601-4	0.00390625	Compound			1925560	27.93135
116	1	ETECS02 IDH2_1	E	20	SW198601-4	0.015625	SW198601-4	0.00390625	Compound			1511160	0.01885979
117	1	ETECS02 IDH2_1	E	21	SW198601-4	0.00390625	SW198601-4	0.00390625	Compound			1578000	4.520961
118	1	ETECS02 IDH2_1	E	22	SW198601-4	0.000976563	SW198601-4	0.00390625	Compound			1638120	8.570428
119	1	ETECS02 IDH2_1	E	23	SW198601-4	0.000244141	SW198601-4	0.00390625	Compound			1581520	4.758056
120	1	ETECS02 IDH2_1	E	24	SW198601-4	0	SW198601-4	0.00390625	Compound			1245640	-17.86561
121	1	ETECS02 IDH2_1	F	1	SW197746-5	0.5	SW197746-5	0.02646107	Compound			454320	-71.16608
122	1	ETECS02 IDH2_1	F	2	SW197746-5	0.2777778	SW197746-5	0.02646107	Compound			504560	-67.78209
123	1	ETECS02 IDH2_1	F	3	SW197746-5	0.154321	SW197746-5	0.02646107	Compound			547400	-64.89655
124	1	ETECS02 IDH2_1	F	4	SW197746-5	0.08573388	SW197746-5	0.02646107	Compound			676360	-56.21026
125	1	ETECS02 IDH2_1	F	5	SW197746-5	0.04762993	SW197746-5	0.02646107	Compound			792440	-48.39153
126	1	ETECS02 IDH2_1	F	6	SW197746-5	0.02646107	SW197746-5	0.02646107	Compound			976920	-35.96562
127	1	ETECS02 IDH2_1	F	7	SW197746-5	0.0147006	SW197746-5	0.02646107	Compound			1173760	-22.70719
128	1	ETECS02 IDH2_1	F	8	SW197746-5	0	SW197746-5	0.02646107	Compound			1433520	-5.210691
129	1	ETECS02 IDH2_1	F	9	SW337295-1	50	SW337295-1	0.512	Compound			155440	-91.29755
130	1	ETECS02 IDH2_1	F	10	SW337295-1	20	SW337295-1	0.512	Compound			321360	-80.12178
131	1	ETECS02 IDH2_1	F	11	SW337295-1	8	SW337295-1	0.512	Compound			539000	-65.46233
132	1	ETECS02 IDH2_1	F	12	SW337295-1	3.2	SW337295-1	0.512	Compound			922640	-39.62173
133	1	ETECS02 IDH2_1	F	13	SW337295-1	1.28	SW337295-1	0.512	Compound			1201960	-20.80774
134	1	ETECS02 IDH2_1	F	14	SW337295-1	0.512	SW337295-1	0.512	Compound			1412520	-6.625175
135	1	ETECS02 IDH2_1	F	15	SW337295-1	0.2048	SW337295-1	0.512	Compound			1445720	-4.388943
136	1	ETECS02 IDH2_1	F	16	SW337295-1	0	SW337295-1	0.512	Compound			1426280	-5.698351
137	1	ETECS02 IDH2_1	F	17	SW198601-4	1	SW198601-4	0.000976563	Compound			1682280	11.54489
138	1	ETECS02 IDH2_1	F	18	SW198601-4	0.25	SW198601-4	0.000976563	Compound			1990040	32.27449
139	1	ETECS02 IDH2_1	F	19	SW198601-4	0.0625	SW198601-4	0.000976563	Compound			1767800	17.30521
140	1	ETECS02 IDH2_1	F	20	SW198601-4	0.015625	SW198601-4	0.000976563	Compound			1416560	-6.353055
141	1	ETECS02 IDH2_1	F	21	SW198601-4	0.00390625	SW198601-4	0.000976563	Compound			1686440	11.82509
142	1	ETECS02 IDH2_1	F	22	SW198601-4	0.000976563	SW198601-4	0.000976563	Compound			1618600	7.255631
143	1	ETECS02 IDH2_1	F	23	SW198601-4	0.000244141	SW198601-4	0.000976563	Compound			1600320	6.024356
144	1	ETECS02 IDH2_1	F	24	SW198601-4	0	SW198601-4	0.000976563	Compound			1305880	-13.80806
145	1	ETECS02 IDH2_1	G	1	SW197746-5	0.5	SW197746-5	0.0147006	Compound			495280	-68.40716
146	1	ETECS02 IDH2_1	G	2	SW197746-5	0.2777778	SW197746-5	0.0147006	Compound			586160	-62.28581
147	1	ETECS02 IDH2_1	G	3	SW197746-5	0.154321	SW197746-5	0.0147006	Compound			570560	-63.33657
148	1	ETECS02 IDH2_1	G	4	SW197746-5	0.08573388	SW197746-5	0.0147006	Compound			740640	-51.88059
149	1	ETECS02 IDH2_1	G	5	SW197746-5	0.04762993	SW197746-5	0.0147006	Compound			925200	-39.4493
150	1	ETECS02 IDH2_1	G	6	SW197746-5	0.02646107	SW197746-5	0.0147006	Compound			1265640	-16.51848
151	1	ETECS02 IDH2_1	G	7	SW197746-5	0.0147006	SW197746-5	0.0147006	Compound			1453640	-3.85548
152	1	ETECS02 IDH2_1	G	8	SW197746-5	0	SW197746-5	0.0147006	Compound			1682600	11.56644
153	1	ETECS02 IDH2_1	G	9	SW337295-1	50	SW337295-1	0.2048	Compound			177560	-89.80763
154	1	ETECS02 IDH2_1	G	10	SW337295-1	20	SW337295-1	0.2048	Compound			312240	-80.73608
155	1	ETECS02 IDH2_1	G	11	SW337295-1	8	SW337295-1	0.2048	Compound			592960	-61.82779
156	1	ETECS02 IDH2_1	G	12	SW337295-1	3.2	SW337295-1	0.2048	Compound			933600	-38.8835
157	1	ETECS02 IDH2_1	G	13	SW337295-1	1.28	SW337295-1	0.2048	Compound			1287920	-15.01778
158	1	ETECS02 IDH2_1	G	14	SW337295-1	0.512	SW337295-1	0.2048	Compound			1498640	-0.8244423
159	1	ETECS02 IDH2_1	G	15	SW337295-1	0.2048	SW337295-1	0.2048	Compound			1448440	-4.205734
160	1	ETECS02 IDH2_1	G	16	SW337295-1	0	SW337295-1	0.2048	Compound			1593280	5.550167
161	1	ETECS02 IDH2_1	G	17	SW198601-4	1	SW198601-4	0.000244141	Compound			1821000	20.88857
162	1	ETECS02 IDH2_1	G	18	SW198601-4	0.25	SW198601-4	0.000244141	Compound			1875600	24.56623
163	1	ETECS02 IDH2_1	G	19	SW198601-4	0.0625	SW198601-4	0.000244141	Compound			1869440	24.15131
164	1	ETECS02 IDH2_1	G	20	SW198601-4	0.015625	SW198601-4	0.000244141	Compound			1548040	2.502964
165	1	ETECS02 IDH2_1	G	21	SW198601-4	0.00390625	SW198601-4	0.000244141	Compound			1628440	7.918418
166	1	ETECS02 IDH2_1	G	22	SW198601-4	0.000976563	SW198601-4	0.000244141	Compound			1608840	6.598233
167	1	ETECS02 IDH2_1	G	23	SW198601-4	0.000244141	SW198601-4	0.000244141	Compound			1509320	-0.105076
168	1	ETECS02 IDH2_1	G	24	SW198601-4	0	SW198601-4	0.000244141	Compound			1250360	-17.54769
169	1	ETECS02 IDH2_1	H	1	SW197746-5	0.5	SW197746-5	0	Compound			524000	-66.47269
170	1	ETECS02 IDH2_1	H	2	SW197746-5	0.2777778	SW197746-5	0	Compound			548040	-64.85343
171	1	ETECS02 IDH2_1	H	3	SW197746-5	0.154321	SW197746-5	0	Compound			595240	-61.67421
172	1	ETECS02 IDH2_1	H	4	SW197746-5	0.08573388	SW197746-5	0	Compound			725920	-52.87208
173	1	ETECS02 IDH2_1	H	5	SW197746-5	0.04762993	SW197746-5	0	Compound			1021320	-32.975
174	1	ETECS02 IDH2_1	H	6	SW197746-5	0.02646107	SW197746-5	0	Compound			1474800	-2.430219
175	1	ETECS02 IDH2_1	H	7	SW197746-5	0.0147006	SW197746-5	0	Compound			1625200	7.700183
176	1	ETECS02 IDH2_1	H	8	SW197746-5	0	SW197746-5	0	Compound			1652640	9.548443
177	1	ETECS02 IDH2_1	H	9	SW337295-1	50	SW337295-1	0	Compound			167480	-90.48659
178	1	ETECS02 IDH2_1	H	10	SW337295-1	20	SW337295-1	0	Compound			346960	-78.39746
179	1	ETECS02 IDH2_1	H	11	SW337295-1	8	SW337295-1	0	Compound			556760	-64.26609
180	1	ETECS02 IDH2_1	H	12	SW337295-1	3.2	SW337295-1	0	Compound			1018760	-33.14743
181	1	ETECS02 IDH2_1	H	13	SW337295-1	1.28	SW337295-1	0	Compound			1261200	-16.81754
182	1	ETECS02 IDH2_1	H	14	SW337295-1	0.512	SW337295-1	0	Compound			1392320	-7.985775
183	1	ETECS02 IDH2_1	H	15	SW337295-1	0.2048	SW337295-1	0	Compound			1537120	1.767432
184	1	ETECS02 IDH2_1	H	16	SW337295-1	0	SW337295-1	0	Compound			1558200	3.187305
185	1	ETECS02 IDH2_1	H	17	SW198601-4	1	SW198601-4	0	Compound			1734600	15.06897
186	1	ETECS02 IDH2_1	H	18	SW198601-4	0.25	SW198601-4	0	Compound			1561680	3.421705
187	1	ETECS02 IDH2_1	H	19	SW198601-4	0.0625	SW198601-4	0	Compound			1700280	12.7573
188	1	ETECS02 IDH2_1	H	20	SW198601-4	0.015625	SW198601-4	0	Compound			1347960	-10.9737
189	1	ETECS02 IDH2_1	H	21	SW198601-4	0.00390625	SW198601-4	0	Compound			1462800	-3.238496
190	1	ETECS02 IDH2_1	H	22	SW198601-4	0.000976563	SW198601-4	0	Compound			1355360	-10.47527
191	1	ETECS02 IDH2_1	H	23	SW198601-4	0.000244141	SW198601-4	0	Compound			1398200	-7.589719
192	1	ETECS02 IDH2_1	H	24	SW198601-4	0	SW198601-4	0	Compound			1244280	-17.95722
193	1	ETECS02 IDH2_1	I	1	SW218076-3	50	SW218076-3	50	Compound			16720	-100.6412
194	1	ETECS02 IDH2_1	I	2	SW218076-3	20.83333	SW218076-3	50	Compound			41600	-98.96541
195	1	ETECS02 IDH2_1	I	3	SW218076-3	8.680555	SW218076-3	50	Compound			249880	-84.93642
196	1	ETECS02 IDH2_1	I	4	SW218076-3	3.616898	SW218076-3	50	Compound			321400	-80.11909
197	1	ETECS02 IDH2_1	I	5	SW218076-3	1.507041	SW218076-3	50	Compound			415280	-73.79567
198	1	ETECS02 IDH2_1	I	6	SW218076-3	0.6279337	SW218076-3	50	Compound			374360	-76.5519
199	1	ETECS02 IDH2_1	I	7	SW218076-3	0.2616391	SW218076-3	50	Compound			524880	-66.41341
200	1	ETECS02 IDH2_1	I	8	SW218076-3	0	SW218076-3	50	Compound			378720	-76.25822
201	1	ETECS02 IDH2_1	I	9	SW197450-6	10	SW197450-6	10	Compound			468360	-70.22039
202	1	ETECS02 IDH2_1	I	10	SW197450-6	3.164557	SW197450-6	10	Compound			480400	-69.40942
203	1	ETECS02 IDH2_1	I	11	SW197450-6	1.001442	SW197450-6	10	Compound			513800	-67.15972
204	1	ETECS02 IDH2_1	I	12	SW197450-6	0.3169121	SW197450-6	10	Compound			519720	-66.76097
205	1	ETECS02 IDH2_1	I	13	SW197450-6	0.1002886	SW197450-6	10	Compound			525720	-66.35683
206	1	ETECS02 IDH2_1	I	14	SW197450-6	0.03173691	SW197450-6	10	Compound			507160	-67.60696
207	1	ETECS02 IDH2_1	I	15	SW197450-6	0.01004332	SW197450-6	10	Compound			546520	-64.95582
208	1	ETECS02 IDH2_1	I	16	SW197450-6	0	SW197450-6	10	Compound			514400	-67.1193
209	1	ETECS02 IDH2_1	I	17		-		-	Blank Control			2146080	42.78479
210	1	ETECS02 IDH2_1	I	18		-		-	Blank Control			2384920	58.87219
211	1	ETECS02 IDH2_1	I	19		-		-	Blank Control			2221680	47.87693
212	1	ETECS02 IDH2_1	I	20		-		-	Inhibitor Control			40880	-99.01391
213	1	ETECS02 IDH2_1	I	21		-		-	Inhibitor Control			36400	-99.31567
214	1	ETECS02 IDH2_1	I	22		-		-	Neutral Control			1735640	15.13902
215	1	ETECS02 IDH2_1	I	23		-		-	Neutral Control			1563440	3.540252
216	1	ETECS02 IDH2_1	I	24		-		-	Neutral Control			1488520	-1.506089
217	1	ETECS02 IDH2_1	J	1	SW218076-3	50	SW218076-3	20.83333	Compound			26480	-99.98384
218	1	ETECS02 IDH2_1	J	2	SW218076-3	20.83333	SW218076-3	20.83333	Compound			308560	-80.98395
219	1	ETECS02 IDH2_1	J	3	SW218076-3	8.680555	SW218076-3	20.83333	Compound			489320	-68.8086
220	1	ETECS02 IDH2_1	J	4	SW218076-3	3.616898	SW218076-3	20.83333	Compound			572640	-63.19647
221	1	ETECS02 IDH2_1	J	5	SW218076-3	1.507041	SW218076-3	20.83333	Compound			626720	-59.55383
222	1	ETECS02 IDH2_1	J	6	SW218076-3	0.6279337	SW218076-3	20.83333	Compound			659000	-57.37957
223	1	ETECS02 IDH2_1	J	7	SW218076-3	0.2616391	SW218076-3	20.83333	Compound			646080	-58.24981
224	1	ETECS02 IDH2_1	J	8	SW218076-3	0	SW218076-3	20.83333	Compound			662360	-57.15325
225	1	ETECS02 IDH2_1	J	9	SW197450-6	10	SW197450-6	3.164557	Compound			452920	-71.26038
226	1	ETECS02 IDH2_1	J	10	SW197450-6	3.164557	SW197450-6	3.164557	Compound			616160	-60.26512
227	1	ETECS02 IDH2_1	J	11	SW197450-6	1.001442	SW197450-6	3.164557	Compound			597400	-61.52872
228	1	ETECS02 IDH2_1	J	12	SW197450-6	0.3169121	SW197450-6	3.164557	Compound			645640	-58.27945
229	1	ETECS02 IDH2_1	J	13	SW197450-6	0.1002886	SW197450-6	3.164557	Compound			649760	-58.00194
230	1	ETECS02 IDH2_1	J	14	SW197450-6	0.03173691	SW197450-6	3.164557	Compound			682680	-55.78457
231	1	ETECS02 IDH2_1	J	15	SW197450-6	0.01004332	SW197450-6	3.164557	Compound			684400	-55.66872
232	1	ETECS02 IDH2_1	J	16	SW197450-6	0	SW197450-6	3.164557	Compound			686000	-55.56095
233	1	ETECS02 IDH2_1	J	17		-		-	Blank Control			2159560	43.69275
234	1	ETECS02 IDH2_1	J	18		-		-	Blank Control			2252640	49.96228
235	1	ETECS02 IDH2_1	J	19		-		-	Blank Control			2304320	53.44326
236	1	ETECS02 IDH2_1	J	20		-		-	Inhibitor Control			33080	-99.53928
237	1	ETECS02 IDH2_1	J	21		-		-	Inhibitor Control			25880	-100.0243
238	1	ETECS02 IDH2_1	J	22		-		-	Neutral Control			1592880	5.523225
239	1	ETECS02 IDH2_1	J	23		-		-	Neutral Control			1568320	3.868952
240	1	ETECS02 IDH2_1	J	24		-		-	Neutral Control			1332360	-12.02446
241	1	ETECS02 IDH2_1	K	1	SW218076-3	50	SW218076-3	8.680555	Compound			124000	-93.41525
242	1	ETECS02 IDH2_1	K	2	SW218076-3	20.83333	SW218076-3	8.680555	Compound			592120	-61.88437
243	1	ETECS02 IDH2_1	K	3	SW218076-3	8.680555	SW218076-3	8.680555	Compound			708880	-54.01983
244	1	ETECS02 IDH2_1	K	4	SW218076-3	3.616898	SW218076-3	8.680555	Compound			764200	-50.29367
245	1	ETECS02 IDH2_1	K	5	SW218076-3	1.507041	SW218076-3	8.680555	Compound			838840	-45.26619
246	1	ETECS02 IDH2_1	K	6	SW218076-3	0.6279337	SW218076-3	8.680555	Compound			873040	-42.9626
247	1	ETECS02 IDH2_1	K	7	SW218076-3	0.2616391	SW218076-3	8.680555	Compound			808520	-47.30844
248	1	ETECS02 IDH2_1	K	8	SW218076-3	0	SW218076-3	8.680555	Compound			941960	-38.3204
249	1	ETECS02 IDH2_1	K	9	SW197450-6	10	SW197450-6	1.001442	Compound			533160	-65.8557
250	1	ETECS02 IDH2_1	K	10	SW197450-6	3.164557	SW197450-6	1.001442	Compound			722560	-53.0984
