Index	Plate	Plate ID	Row	Column	Compound A	Conc. A [uM]	Compound B	Conc. B [uM]	Well Type	Masked	Well Tags	Raw	Normalized
3846	11	ETECS02 IDH2_11	A	6	SW197450-6	0.03173691	SW196745-7	1.5	Compound			155160	-90.8236
3847	11	ETECS02 IDH2_11	A	7	SW197450-6	0.01004332	SW196745-7	1.5	Compound			158280	-90.60066
3848	11	ETECS02 IDH2_11	A	8	SW197450-6	0	SW196745-7	1.5	Compound			173680	-89.50024
3849	11	ETECS02 IDH2_11	A	9	SW198601-4	1	SW337296-1	50	Compound			263520	-83.08061
3850	11	ETECS02 IDH2_11	A	10	SW198601-4	0.25	SW337296-1	50	Compound			269480	-82.65474
3851	11	ETECS02 IDH2_11	A	11	SW198601-4	0.0625	SW337296-1	50	Compound			305120	-80.10804
3852	11	ETECS02 IDH2_11	A	12	SW198601-4	0.015625	SW337296-1	50	Compound			382400	-74.58591
3853	11	ETECS02 IDH2_11	A	13	SW198601-4	0.00390625	SW337296-1	50	Compound			464920	-68.68935
3854	11	ETECS02 IDH2_11	A	14	SW198601-4	0.000976563	SW337296-1	50	Compound			498960	-66.25698
3855	11	ETECS02 IDH2_11	A	15	SW198601-4	0.000244141	SW337296-1	50	Compound			457680	-69.2067
3856	11	ETECS02 IDH2_11	A	16	SW198601-4	0	SW337296-1	50	Compound			465440	-68.65219
3857	11	ETECS02 IDH2_11	A	17	SW198601-4	1	SW199332-5	50	Compound			145440	-91.51816
3858	11	ETECS02 IDH2_11	A	18	SW198601-4	0.25	SW199332-5	50	Compound			137600	-92.07837
3859	11	ETECS02 IDH2_11	A	19	SW198601-4	0.0625	SW199332-5	50	Compound			136720	-92.14125
3860	11	ETECS02 IDH2_11	A	20	SW198601-4	0.015625	SW199332-5	50	Compound			160680	-90.42916
3861	11	ETECS02 IDH2_11	A	21	SW198601-4	0.00390625	SW199332-5	50	Compound			202640	-87.43086
3862	11	ETECS02 IDH2_11	A	22	SW198601-4	0.000976563	SW199332-5	50	Compound			190520	-88.29691
3863	11	ETECS02 IDH2_11	A	23	SW198601-4	0.000244141	SW199332-5	50	Compound			193120	-88.11113
3864	11	ETECS02 IDH2_11	A	24	SW198601-4	0	SW199332-5	50	Compound			131640	-92.50425
3865	11	ETECS02 IDH2_11	B	1	SW197450-6	10	SW196745-7	0.4285714	Compound			210840	-86.84492
3866	11	ETECS02 IDH2_11	B	2	SW197450-6	3.164557	SW196745-7	0.4285714	Compound			239880	-84.76984
3867	11	ETECS02 IDH2_11	B	3	SW197450-6	1.001442	SW196745-7	0.4285714	Compound			273520	-82.36605
3868	11	ETECS02 IDH2_11	B	4	SW197450-6	0.3169121	SW196745-7	0.4285714	Compound			343440	-77.36984
3869	11	ETECS02 IDH2_11	B	5	SW197450-6	0.1002886	SW196745-7	0.4285714	Compound			367560	-75.64632
3870	11	ETECS02 IDH2_11	B	6	SW197450-6	0.03173691	SW196745-7	0.4285714	Compound			358280	-76.30943
3871	11	ETECS02 IDH2_11	B	7	SW197450-6	0.01004332	SW196745-7	0.4285714	Compound			376720	-74.99178
3872	11	ETECS02 IDH2_11	B	8	SW197450-6	0	SW196745-7	0.4285714	Compound			470760	-68.27205
3873	11	ETECS02 IDH2_11	B	9	SW198601-4	1	SW337296-1	33.33333	Compound			303960	-80.19093
3874	11	ETECS02 IDH2_11	B	10	SW198601-4	0.25	SW337296-1	33.33333	Compound			273040	-82.40035
3875	11	ETECS02 IDH2_11	B	11	SW198601-4	0.0625	SW337296-1	33.33333	Compound			321000	-78.97332
3876	11	ETECS02 IDH2_11	B	12	SW198601-4	0.015625	SW337296-1	33.33333	Compound			483120	-67.38885
3877	11	ETECS02 IDH2_11	B	13	SW198601-4	0.00390625	SW337296-1	33.33333	Compound			594160	-59.45436
3878	11	ETECS02 IDH2_11	B	14	SW198601-4	0.000976563	SW337296-1	33.33333	Compound			610160	-58.31106
3879	11	ETECS02 IDH2_11	B	15	SW198601-4	0.000244141	SW337296-1	33.33333	Compound			633920	-56.61327
3880	11	ETECS02 IDH2_11	B	16	SW198601-4	0	SW337296-1	33.33333	Compound			602920	-58.8284
3881	11	ETECS02 IDH2_11	B	17	SW198601-4	1	SW199332-5	31.25	Compound			265720	-82.92341
3882	11	ETECS02 IDH2_11	B	18	SW198601-4	0.25	SW199332-5	31.25	Compound			213400	-86.66199
3883	11	ETECS02 IDH2_11	B	19	SW198601-4	0.0625	SW199332-5	31.25	Compound			301480	-80.36814
3884	11	ETECS02 IDH2_11	B	20	SW198601-4	0.015625	SW199332-5	31.25	Compound			281920	-81.76582
3885	11	ETECS02 IDH2_11	B	21	SW198601-4	0.00390625	SW199332-5	31.25	Compound			270400	-82.589
3886	11	ETECS02 IDH2_11	B	22	SW198601-4	0.000976563	SW199332-5	31.25	Compound			277320	-82.09452
3887	11	ETECS02 IDH2_11	B	23	SW198601-4	0.000244141	SW199332-5	31.25	Compound			296120	-80.75114
3888	11	ETECS02 IDH2_11	B	24	SW198601-4	0	SW199332-5	31.25	Compound			243200	-84.5326
3889	11	ETECS02 IDH2_11	C	1	SW197450-6	10	SW196745-7	0.122449	Compound			311600	-79.645
3890	11	ETECS02 IDH2_11	C	2	SW197450-6	3.164557	SW196745-7	0.122449	Compound			337560	-77.79
3891	11	ETECS02 IDH2_11	C	3	SW197450-6	1.001442	SW196745-7	0.122449	Compound			367960	-75.61774
3892	11	ETECS02 IDH2_11	C	4	SW197450-6	0.3169121	SW196745-7	0.122449	Compound			469360	-68.37209
3893	11	ETECS02 IDH2_11	C	5	SW197450-6	0.1002886	SW196745-7	0.122449	Compound			486240	-67.16591
3894	11	ETECS02 IDH2_11	C	6	SW197450-6	0.03173691	SW196745-7	0.122449	Compound			510040	-65.46525
3895	11	ETECS02 IDH2_11	C	7	SW197450-6	0.01004332	SW196745-7	0.122449	Compound			588640	-59.8488
3896	11	ETECS02 IDH2_11	C	8	SW197450-6	0	SW196745-7	0.122449	Compound			716400	-50.71956
3897	11	ETECS02 IDH2_11	C	9	SW198601-4	1	SW337296-1	22.22222	Compound			320640	-78.99904
3898	11	ETECS02 IDH2_11	C	10	SW198601-4	0.25	SW337296-1	22.22222	Compound			307160	-79.96227
3899	11	ETECS02 IDH2_11	C	11	SW198601-4	0.0625	SW337296-1	22.22222	Compound			393800	-73.77131
3900	11	ETECS02 IDH2_11	C	12	SW198601-4	0.015625	SW337296-1	22.22222	Compound			577680	-60.63196
3901	11	ETECS02 IDH2_11	C	13	SW198601-4	0.00390625	SW337296-1	22.22222	Compound			800840	-44.68581
3902	11	ETECS02 IDH2_11	C	14	SW198601-4	0.000976563	SW337296-1	22.22222	Compound			763080	-47.38399
3903	11	ETECS02 IDH2_11	C	15	SW198601-4	0.000244141	SW337296-1	22.22222	Compound			831280	-42.51068
3904	11	ETECS02 IDH2_11	C	16	SW198601-4	0	SW337296-1	22.22222	Compound			725880	-50.04216
3905	11	ETECS02 IDH2_11	C	17	SW198601-4	1	SW199332-5	19.53125	Compound			549600	-62.63845
3906	11	ETECS02 IDH2_11	C	18	SW198601-4	0.25	SW199332-5	19.53125	Compound			487080	-67.10588
3907	11	ETECS02 IDH2_11	C	19	SW198601-4	0.0625	SW199332-5	19.53125	Compound			509920	-65.47382
3908	11	ETECS02 IDH2_11	C	20	SW198601-4	0.015625	SW199332-5	19.53125	Compound			564160	-61.59805
3909	11	ETECS02 IDH2_11	C	21	SW198601-4	0.00390625	SW199332-5	19.53125	Compound			507320	-65.65961
3910	11	ETECS02 IDH2_11	C	22	SW198601-4	0.000976563	SW199332-5	19.53125	Compound			521200	-64.6678
3911	11	ETECS02 IDH2_11	C	23	SW198601-4	0.000244141	SW199332-5	19.53125	Compound			543600	-63.06718
3912	11	ETECS02 IDH2_11	C	24	SW198601-4	0	SW199332-5	19.53125	Compound			411160	-72.53083
3913	11	ETECS02 IDH2_11	D	1	SW197450-6	10	SW196745-7	0.03498542	Compound			347280	-77.09545
3914	11	ETECS02 IDH2_11	D	2	SW197450-6	3.164557	SW196745-7	0.03498542	Compound			387120	-74.24863
3915	11	ETECS02 IDH2_11	D	3	SW197450-6	1.001442	SW196745-7	0.03498542	Compound			454840	-69.40963
3916	11	ETECS02 IDH2_11	D	4	SW197450-6	0.3169121	SW196745-7	0.03498542	Compound			530920	-63.97325
3917	11	ETECS02 IDH2_11	D	5	SW197450-6	0.1002886	SW196745-7	0.03498542	Compound			618640	-57.70511
3918	11	ETECS02 IDH2_11	D	6	SW197450-6	0.03173691	SW196745-7	0.03498542	Compound			765400	-47.21821
3919	11	ETECS02 IDH2_11	D	7	SW197450-6	0.01004332	SW196745-7	0.03498542	Compound			931720	-35.33363
3920	11	ETECS02 IDH2_11	D	8	SW197450-6	0	SW196745-7	0.03498542	Compound			1003760	-30.18593
3921	11	ETECS02 IDH2_11	D	9	SW198601-4	1	SW337296-1	14.81481	Compound			334080	-78.03867
3922	11	ETECS02 IDH2_11	D	10	SW198601-4	0.25	SW337296-1	14.81481	Compound			355800	-76.48664
3923	11	ETECS02 IDH2_11	D	11	SW198601-4	0.0625	SW337296-1	14.81481	Compound			398760	-73.41689
3924	11	ETECS02 IDH2_11	D	12	SW198601-4	0.015625	SW337296-1	14.81481	Compound			691560	-52.49453
3925	11	ETECS02 IDH2_11	D	13	SW198601-4	0.00390625	SW337296-1	14.81481	Compound			861600	-40.34413
3926	11	ETECS02 IDH2_11	D	14	SW198601-4	0.000976563	SW337296-1	14.81481	Compound			867240	-39.94112
3927	11	ETECS02 IDH2_11	D	15	SW198601-4	0.000244141	SW337296-1	14.81481	Compound			836360	-42.14769
3928	11	ETECS02 IDH2_11	D	16	SW198601-4	0	SW337296-1	14.81481	Compound			811960	-43.89122
3929	11	ETECS02 IDH2_11	D	17	SW198601-4	1	SW199332-5	12.20703	Compound			748200	-48.44726
3930	11	ETECS02 IDH2_11	D	18	SW198601-4	0.25	SW199332-5	12.20703	Compound			826680	-42.83938
3931	11	ETECS02 IDH2_11	D	19	SW198601-4	0.0625	SW199332-5	12.20703	Compound			794000	-45.17457
3932	11	ETECS02 IDH2_11	D	20	SW198601-4	0.015625	SW199332-5	12.20703	Compound			794080	-45.16885
3933	11	ETECS02 IDH2_11	D	21	SW198601-4	0.00390625	SW199332-5	12.20703	Compound			876400	-39.28658
3934	11	ETECS02 IDH2_11	D	22	SW198601-4	0.000976563	SW199332-5	12.20703	Compound			810320	-44.0084
3935	11	ETECS02 IDH2_11	D	23	SW198601-4	0.000244141	SW199332-5	12.20703	Compound			809360	-44.077
3936	11	ETECS02 IDH2_11	D	24	SW198601-4	0	SW199332-5	12.20703	Compound			601280	-58.94559
3937	11	ETECS02 IDH2_11	E	1	SW197450-6	10	SW196745-7	0.009995835	Compound			336080	-77.89576
3938	11	ETECS02 IDH2_11	E	2	SW197450-6	3.164557	SW196745-7	0.009995835	Compound			455360	-69.37247
3939	11	ETECS02 IDH2_11	E	3	SW197450-6	1.001442	SW196745-7	0.009995835	Compound			561440	-61.7924
3940	11	ETECS02 IDH2_11	E	4	SW197450-6	0.3169121	SW196745-7	0.009995835	Compound			559160	-61.95533
3941	11	ETECS02 IDH2_11	E	5	SW197450-6	0.1002886	SW196745-7	0.009995835	Compound			698240	-52.0172
3942	11	ETECS02 IDH2_11	E	6	SW197450-6	0.03173691	SW196745-7	0.009995835	Compound			933840	-35.18214
3943	11	ETECS02 IDH2_11	E	7	SW197450-6	0.01004332	SW196745-7	0.009995835	Compound			1180680	-17.54391
3944	11	ETECS02 IDH2_11	E	8	SW197450-6	0	SW196745-7	0.009995835	Compound			1073440	-25.20687
3945	11	ETECS02 IDH2_11	E	9	SW198601-4	1	SW337296-1	9.876543	Compound			427360	-71.37325
3946	11	ETECS02 IDH2_11	E	10	SW198601-4	0.25	SW337296-1	9.876543	Compound			430400	-71.15601
3947	11	ETECS02 IDH2_11	E	11	SW198601-4	0.0625	SW337296-1	9.876543	Compound			468360	-68.44354
3948	11	ETECS02 IDH2_11	E	12	SW198601-4	0.015625	SW337296-1	9.876543	Compound			730000	-49.74776
3949	11	ETECS02 IDH2_11	E	13	SW198601-4	0.00390625	SW337296-1	9.876543	Compound			1009640	-29.76577
3950	11	ETECS02 IDH2_11	E	14	SW198601-4	0.000976563	SW337296-1	9.876543	Compound			953440	-33.7816
3951	11	ETECS02 IDH2_11	E	15	SW198601-4	0.000244141	SW337296-1	9.876543	Compound			941680	-34.62193
3952	11	ETECS02 IDH2_11	E	16	SW198601-4	0	SW337296-1	9.876543	Compound			1019600	-29.05406
3953	11	ETECS02 IDH2_11	E	17	SW198601-4	1	SW199332-5	7.629395	Compound			1253920	-12.31046
3954	11	ETECS02 IDH2_11	E	18	SW198601-4	0.25	SW199332-5	7.629395	Compound			1200000	-16.16338
3955	11	ETECS02 IDH2_11	E	19	SW198601-4	0.0625	SW199332-5	7.629395	Compound			1388240	-2.712475
3956	11	ETECS02 IDH2_11	E	20	SW198601-4	0.015625	SW199332-5	7.629395	Compound			1237840	-13.45948
3957	11	ETECS02 IDH2_11	E	21	SW198601-4	0.00390625	SW199332-5	7.629395	Compound			1227080	-14.22834
3958	11	ETECS02 IDH2_11	E	22	SW198601-4	0.000976563	SW199332-5	7.629395	Compound			1267520	-11.33866
3959	11	ETECS02 IDH2_11	E	23	SW198601-4	0.000244141	SW199332-5	7.629395	Compound			1329320	-6.92267
3960	11	ETECS02 IDH2_11	E	24	SW198601-4	0	SW199332-5	7.629395	Compound			876280	-39.29515
3961	11	ETECS02 IDH2_11	F	1	SW197450-6	10	SW196745-7	0.002855953	Compound			409400	-72.65659
3962	11	ETECS02 IDH2_11	F	2	SW197450-6	3.164557	SW196745-7	0.002855953	Compound			490200	-66.88294
3963	11	ETECS02 IDH2_11	F	3	SW197450-6	1.001442	SW196745-7	0.002855953	Compound			597680	-59.20284
3964	11	ETECS02 IDH2_11	F	4	SW197450-6	0.3169121	SW196745-7	0.002855953	Compound			594360	-59.44007
3965	11	ETECS02 IDH2_11	F	5	SW197450-6	0.1002886	SW196745-7	0.002855953	Compound			703600	-51.6342
3966	11	ETECS02 IDH2_11	F	6	SW197450-6	0.03173691	SW196745-7	0.002855953	Compound			1035320	-27.93077
3967	11	ETECS02 IDH2_11	F	7	SW197450-6	0.01004332	SW196745-7	0.002855953	Compound			1333360	-6.633987
3968	11	ETECS02 IDH2_11	F	8	SW197450-6	0	SW196745-7	0.002855953	Compound			1212440	-15.27446
3969	11	ETECS02 IDH2_11	F	9	SW198601-4	1	SW337296-1	6.584362	Compound			525240	-64.37912
3970	11	ETECS02 IDH2_11	F	10	SW198601-4	0.25	SW337296-1	6.584362	Compound			509720	-65.48811
3971	11	ETECS02 IDH2_11	F	11	SW198601-4	0.0625	SW337296-1	6.584362	Compound			586680	-59.98885
3972	11	ETECS02 IDH2_11	F	12	SW198601-4	0.015625	SW337296-1	6.584362	Compound			746600	-48.56159
3973	11	ETECS02 IDH2_11	F	13	SW198601-4	0.00390625	SW337296-1	6.584362	Compound			982920	-31.67507
3974	11	ETECS02 IDH2_11	F	14	SW198601-4	0.000976563	SW337296-1	6.584362	Compound			956200	-33.58438
3975	11	ETECS02 IDH2_11	F	15	SW198601-4	0.000244141	SW337296-1	6.584362	Compound			928800	-35.54228
3976	11	ETECS02 IDH2_11	F	16	SW198601-4	0	SW337296-1	6.584362	Compound			980680	-31.83514
3977	11	ETECS02 IDH2_11	F	17	SW198601-4	1	SW199332-5	4.768372	Compound			1374000	-3.73001
3978	11	ETECS02 IDH2_11	F	18	SW198601-4	0.25	SW199332-5	4.768372	Compound			1371320	-3.921513
3979	11	ETECS02 IDH2_11	F	19	SW198601-4	0.0625	SW199332-5	4.768372	Compound			1379680	-3.324139
3980	11	ETECS02 IDH2_11	F	20	SW198601-4	0.015625	SW199332-5	4.768372	Compound			1277280	-10.64125
3981	11	ETECS02 IDH2_11	F	21	SW198601-4	0.00390625	SW199332-5	4.768372	Compound			1328200	-7.002701
3982	11	ETECS02 IDH2_11	F	22	SW198601-4	0.000976563	SW199332-5	4.768372	Compound			1373640	-3.755734
3983	11	ETECS02 IDH2_11	F	23	SW198601-4	0.000244141	SW199332-5	4.768372	Compound			1388280	-2.709616
3984	11	ETECS02 IDH2_11	F	24	SW198601-4	0	SW199332-5	4.768372	Compound			1059800	-26.18153
3985	11	ETECS02 IDH2_11	G	1	SW197450-6	10	SW196745-7	0.000815987	Compound			394960	-73.68842
3986	11	ETECS02 IDH2_11	G	2	SW197450-6	3.164557	SW196745-7	0.000815987	Compound			541400	-63.22438
3987	11	ETECS02 IDH2_11	G	3	SW197450-6	1.001442	SW196745-7	0.000815987	Compound			584880	-60.11747
3988	11	ETECS02 IDH2_11	G	4	SW197450-6	0.3169121	SW196745-7	0.000815987	Compound			603200	-58.8084
3989	11	ETECS02 IDH2_11	G	5	SW197450-6	0.1002886	SW196745-7	0.000815987	Compound			691080	-52.52883
3990	11	ETECS02 IDH2_11	G	6	SW197450-6	0.03173691	SW196745-7	0.000815987	Compound			1163040	-18.8044
3991	11	ETECS02 IDH2_11	G	7	SW197450-6	0.01004332	SW196745-7	0.000815987	Compound			1322400	-7.417147
3992	11	ETECS02 IDH2_11	G	8	SW197450-6	0	SW196745-7	0.000815987	Compound			1261160	-11.79312
3993	11	ETECS02 IDH2_11	G	9	SW198601-4	1	SW337296-1	4.389575	Compound			640920	-56.11307
3994	11	ETECS02 IDH2_11	G	10	SW198601-4	0.25	SW337296-1	4.389575	Compound			641800	-56.05019
3995	11	ETECS02 IDH2_11	G	11	SW198601-4	0.0625	SW337296-1	4.389575	Compound			779040	-46.24355
3996	11	ETECS02 IDH2_11	G	12	SW198601-4	0.015625	SW337296-1	4.389575	Compound			850640	-41.12729
3997	11	ETECS02 IDH2_11	G	13	SW198601-4	0.00390625	SW337296-1	4.389575	Compound			1047000	-27.09616
3998	11	ETECS02 IDH2_11	G	14	SW198601-4	0.000976563	SW337296-1	4.389575	Compound			961720	-33.18995
3999	11	ETECS02 IDH2_11	G	15	SW198601-4	0.000244141	SW337296-1	4.389575	Compound			947320	-34.21891
4000	11	ETECS02 IDH2_11	G	16	SW198601-4	0	SW337296-1	4.389575	Compound			1013800	-29.46851
4001	11	ETECS02 IDH2_11	G	17	SW198601-4	1	SW199332-5	2.980232	Compound			1356000	-5.016221
4002	11	ETECS02 IDH2_11	G	18	SW198601-4	0.25	SW199332-5	2.980232	Compound			1369480	-4.052992
4003	11	ETECS02 IDH2_11	G	19	SW198601-4	0.0625	SW199332-5	2.980232	Compound			1420960	-0.3744301
4004	11	ETECS02 IDH2_11	G	20	SW198601-4	0.015625	SW199332-5	2.980232	Compound			1166440	-18.56145
4005	11	ETECS02 IDH2_11	G	21	SW198601-4	0.00390625	SW199332-5	2.980232	Compound			1346400	-5.702199
4006	11	ETECS02 IDH2_11	G	22	SW198601-4	0.000976563	SW199332-5	2.980232	Compound			1429880	0.2629586
4007	11	ETECS02 IDH2_11	G	23	SW198601-4	0.000244141	SW199332-5	2.980232	Compound			1397240	-2.06937
4008	11	ETECS02 IDH2_11	G	24	SW198601-4	0	SW199332-5	2.980232	Compound			1110920	-22.52869
4009	11	ETECS02 IDH2_11	H	1	SW197450-6	10	SW196745-7	0	Compound			384320	-74.44872
4010	11	ETECS02 IDH2_11	H	2	SW197450-6	3.164557	SW196745-7	0	Compound			573120	-60.9578
4011	11	ETECS02 IDH2_11	H	3	SW197450-6	1.001442	SW196745-7	0	Compound			670400	-54.00655
4012	11	ETECS02 IDH2_11	H	4	SW197450-6	0.3169121	SW196745-7	0	Compound			649320	-55.51284
4013	11	ETECS02 IDH2_11	H	5	SW197450-6	0.1002886	SW196745-7	0	Compound			753360	-48.07854
4014	11	ETECS02 IDH2_11	H	6	SW197450-6	0.03173691	SW196745-7	0	Compound			1127920	-21.31393
4015	11	ETECS02 IDH2_11	H	7	SW197450-6	0.01004332	SW196745-7	0	Compound			1289440	-9.772341
4016	11	ETECS02 IDH2_11	H	8	SW197450-6	0	SW196745-7	0	Compound			1326360	-7.13418
4017	11	ETECS02 IDH2_11	H	9	SW198601-4	1	SW337296-1	0	Compound			1372600	-3.830049
4018	11	ETECS02 IDH2_11	H	10	SW198601-4	0.25	SW337296-1	0	Compound			1421000	-0.3715719
4019	11	ETECS02 IDH2_11	H	11	SW198601-4	0.0625	SW337296-1	0	Compound			1505560	5.670759
4020	11	ETECS02 IDH2_11	H	12	SW198601-4	0.015625	SW337296-1	0	Compound			1186400	-17.13518
4021	11	ETECS02 IDH2_11	H	13	SW198601-4	0.00390625	SW337296-1	0	Compound			1389120	-2.649593
4022	11	ETECS02 IDH2_11	H	14	SW198601-4	0.000976563	SW337296-1	0	Compound			1330640	-6.828348
4023	11	ETECS02 IDH2_11	H	15	SW198601-4	0.000244141	SW337296-1	0	Compound			1404120	-1.577751
4024	11	ETECS02 IDH2_11	H	16	SW198601-4	0	SW337296-1	0	Compound			1156320	-19.28458
4025	11	ETECS02 IDH2_11	H	17	SW198601-4	1	SW199332-5	0	Compound			1500200	5.287754
4026	11	ETECS02 IDH2_11	H	18	SW198601-4	0.25	SW199332-5	0	Compound			1550080	8.851986
4027	11	ETECS02 IDH2_11	H	19	SW198601-4	0.0625	SW199332-5	0	Compound			1561320	9.655152
4028	11	ETECS02 IDH2_11	H	20	SW198601-4	0.015625	SW199332-5	0	Compound			1174120	-18.01266
4029	11	ETECS02 IDH2_11	H	21	SW198601-4	0.00390625	SW199332-5	0	Compound			1421800	-0.314407
4030	11	ETECS02 IDH2_11	H	22	SW198601-4	0.000976563	SW199332-5	0	Compound			1440720	1.037543
4031	11	ETECS02 IDH2_11	H	23	SW198601-4	0.000244141	SW199332-5	0	Compound			1448480	1.592043
4032	11	ETECS02 IDH2_11	H	24	SW198601-4	0	SW199332-5	0	Compound			1195760	-16.46635
4033	11	ETECS02 IDH2_11	I	1	SW198601-4	1	SW219672-2	25	Compound			16160	-100.756
4034	11	ETECS02 IDH2_11	I	2	SW198601-4	0.25	SW219672-2	25	Compound			20640	-100.4359
4035	11	ETECS02 IDH2_11	I	3	SW198601-4	0.0625	SW219672-2	25	Compound			18960	-100.5559
4036	11	ETECS02 IDH2_11	I	4	SW198601-4	0.015625	SW219672-2	25	Compound			19280	-100.5331
4037	11	ETECS02 IDH2_11	I	5	SW198601-4	0.00390625	SW219672-2	25	Compound			23120	-100.2587
4038	11	ETECS02 IDH2_11	I	6	SW198601-4	0.000976563	SW219672-2	25	Compound			22920	-100.273
4039	11	ETECS02 IDH2_11	I	7	SW198601-4	0.000244141	SW219672-2	25	Compound			23960	-100.1986
4040	11	ETECS02 IDH2_11	I	8	SW198601-4	0	SW219672-2	25	Compound			29040	-99.83565
4041	11	ETECS02 IDH2_11	I	9	SW198601-4	1	SW199613-2	20	Compound			492640	-66.70859
4042	11	ETECS02 IDH2_11	I	10	SW198601-4	0.25	SW199613-2	20	Compound			526680	-64.27622
4043	11	ETECS02 IDH2_11	I	11	SW198601-4	0.0625	SW199613-2	20	Compound			527560	-64.21334
4044	11	ETECS02 IDH2_11	I	12	SW198601-4	0.015625	SW199613-2	20	Compound			485680	-67.20592
4045	11	ETECS02 IDH2_11	I	13	SW198601-4	0.00390625	SW199613-2	20	Compound			530840	-63.97896
4046	11	ETECS02 IDH2_11	I	14	SW198601-4	0.000976563	SW199613-2	20	Compound			541000	-63.25297
4047	11	ETECS02 IDH2_11	I	15	SW198601-4	0.000244141	SW199613-2	20	Compound			546040	-62.89283
4048	11	ETECS02 IDH2_11	I	16	SW198601-4	0	SW199613-2	20	Compound			500760	-66.12836
4049	11	ETECS02 IDH2_11	I	17		-		-	Blank Control			1829120	28.79111
4050	11	ETECS02 IDH2_11	I	18		-		-	Blank Control			1923960	35.568
4051	11	ETECS02 IDH2_11	I	19		-		-	Blank Control			1899560	33.82447
4052	11	ETECS02 IDH2_11	I	20		-		-	Inhibitor Control			40840	-98.99247
4053	11	ETECS02 IDH2_11	I	21		-		-	Inhibitor Control			38760	-99.1411
4054	11	ETECS02 IDH2_11	I	22		-		-	Neutral Control			1426480	0.02000772
4055	11	ETECS02 IDH2_11	I	23		-		-	Neutral Control			1470280	3.149786
4056	11	ETECS02 IDH2_11	I	24		-		-	Neutral Control			1254440	-12.2733
4057	11	ETECS02 IDH2_11	J	1	SW198601-4	1	SW219672-2	16.66667	Compound			82160	-96.0399
4058	11	ETECS02 IDH2_11	J	2	SW198601-4	0.25	SW219672-2	16.66667	Compound			81440	-96.09135
4059	11	ETECS02 IDH2_11	J	3	SW198601-4	0.0625	SW219672-2	16.66667	Compound			76040	-96.47721
4060	11	ETECS02 IDH2_11	J	4	SW198601-4	0.015625	SW219672-2	16.66667	Compound			103600	-94.50788
4061	11	ETECS02 IDH2_11	J	5	SW198601-4	0.00390625	SW219672-2	16.66667	Compound			83800	-95.92271
4062	11	ETECS02 IDH2_11	J	6	SW198601-4	0.000976563	SW219672-2	16.66667	Compound			90440	-95.44824
4063	11	ETECS02 IDH2_11	J	7	SW198601-4	0.000244141	SW219672-2	16.66667	Compound			72640	-96.72016
4064	11	ETECS02 IDH2_11	J	8	SW198601-4	0	SW219672-2	16.66667	Compound			95400	-95.09382
4065	11	ETECS02 IDH2_11	J	9	SW198601-4	1	SW199613-2	12.5	Compound			590640	-59.70589
4066	11	ETECS02 IDH2_11	J	10	SW198601-4	0.25	SW199613-2	12.5	Compound			590200	-59.73733
4067	11	ETECS02 IDH2_11	J	11	SW198601-4	0.0625	SW199613-2	12.5	Compound			615200	-57.95092
4068	11	ETECS02 IDH2_11	J	12	SW198601-4	0.015625	SW199613-2	12.5	Compound			611520	-58.21388
4069	11	ETECS02 IDH2_11	J	13	SW198601-4	0.00390625	SW199613-2	12.5	Compound			609120	-58.38538
4070	11	ETECS02 IDH2_11	J	14	SW198601-4	0.000976563	SW199613-2	12.5	Compound			597080	-59.24571
4071	11	ETECS02 IDH2_11	J	15	SW198601-4	0.000244141	SW199613-2	12.5	Compound			625520	-57.2135
4072	11	ETECS02 IDH2_11	J	16	SW198601-4	0	SW199613-2	12.5	Compound			528080	-64.17618
4073	11	ETECS02 IDH2_11	J	17		-		-	Blank Control			1921840	35.41652
4074	11	ETECS02 IDH2_11	J	18		-		-	Blank Control			1931720	36.12251
4075	11	ETECS02 IDH2_11	J	19		-		-	Blank Control			1794240	26.29872
4076	11	ETECS02 IDH2_11	J	20		-		-	Inhibitor Control			31120	-99.68702
4077	11	ETECS02 IDH2_11	J	21		-		-	Inhibitor Control			26840	-99.99285
4078	11	ETECS02 IDH2_11	J	22		-		-	Neutral Control			1440960	1.054693
4079	11	ETECS02 IDH2_11	J	23		-		-	Neutral Control			1425920	-0.02000772
4080	11	ETECS02 IDH2_11	J	24		-		-	Neutral Control			1280400	-10.4183
4081	11	ETECS02 IDH2_11	K	1	SW198601-4	1	SW219672-2	11.11111	Compound			546480	-62.86139
4082	11	ETECS02 IDH2_11	K	2	SW198601-4	0.25	SW219672-2	11.11111	Compound			560000	-61.8953
4083	11	ETECS02 IDH2_11	K	3	SW198601-4	0.0625	SW219672-2	11.11111	Compound			534520	-63.716
4084	11	ETECS02 IDH2_11	K	4	SW198601-4	0.015625	SW219672-2	11.11111	Compound			520640	-64.70782
4085	11	ETECS02 IDH2_11	K	5	SW198601-4	0.00390625	SW219672-2	11.11111	Compound			562680	-61.7038
4086	11	ETECS02 IDH2_11	K	6	SW198601-4	0.000976563	SW219672-2	11.11111	Compound			659280	-54.80114
4087	11	ETECS02 IDH2_11	K	7	SW198601-4	0.000244141	SW219672-2	11.11111	Compound			554160	-62.31261
4088	11	ETECS02 IDH2_11	K	8	SW198601-4	0	SW219672-2	11.11111	Compound			474240	-68.02338
4089	11	ETECS02 IDH2_11	K	9	SW198601-4	1	SW199613-2	7.8125	Compound			723600	-50.20508
