Index	Plate	Plate ID	Row	Column	Compound A	Conc. A [uM]	Compound B	Conc. B [uM]	Well Type	Plate Mask	Masked	Well Tags	Timestamp	Raw	Normalized
1	1	ETECS03 IDH2-1	A	1		-		-	Compound				1/25/2022 13:32	1273760	30.19871
2	1	ETECS03 IDH2-1	A	2		-		-	Compound				1/25/2022 13:32	1870960	91.24213
3	1	ETECS03 IDH2-1	A	3		-		-	Compound				1/25/2022 13:32	1360240	39.03835
4	1	ETECS03 IDH2-1	A	4		-		-	Compound				1/25/2022 13:32	1199920	22.65108
5	1	ETECS03 IDH2-1	A	5		-		-	Compound				1/25/2022 13:32	1189000	21.53488
6	1	ETECS03 IDH2-1	A	6		-		-	Compound				1/25/2022 13:32	618240	-36.80595
7	1	ETECS03 IDH2-1	A	7		-		-	Compound				1/25/2022 13:32	542400	-44.55802
8	1	ETECS03 IDH2-1	A	8		-		-	Compound				1/25/2022 13:32	1000480	2.265108
9	1	ETECS03 IDH2-1	A	9		-		-	Compound				1/25/2022 13:32	1614520	65.02985
10	1	ETECS03 IDH2-1	A	10		-		-	Compound				1/25/2022 13:32	1813680	85.38719
11	1	ETECS03 IDH2-1	A	11		-		-	Compound				1/25/2022 13:32	2405640	145.895
12	1	ETECS03 IDH2-1	A	12		-		-	Compound				1/25/2022 13:32	2900400	196.4674
13	1	ETECS03 IDH2-1	A	13		-		-	Compound				1/25/2022 13:32	1940800	98.3809
14	1	ETECS03 IDH2-1	A	14		-		-	Compound				1/25/2022 13:32	1703880	74.16387
15	1	ETECS03 IDH2-1	A	15		-		-	Compound				1/25/2022 13:32	1865240	90.65746
16	1	ETECS03 IDH2-1	A	16		-		-	Compound				1/25/2022 13:32	1627080	66.31368
17	1	ETECS03 IDH2-1	A	17		-		-	Compound				1/25/2022 13:32	1427680	45.9318
18	1	ETECS03 IDH2-1	A	18		-		-	Compound				1/25/2022 13:32	1488280	52.12609
19	1	ETECS03 IDH2-1	A	19		-		-	Compound				1/25/2022 13:32	1537480	57.15512
20	1	ETECS03 IDH2-1	A	20		-		-	Compound				1/25/2022 13:32	1386760	41.74912
21	1	ETECS03 IDH2-1	A	21		-		-	Compound				1/25/2022 13:32	1386200	41.69188
22	1	ETECS03 IDH2-1	A	22		-		-	Compound				1/25/2022 13:32	1333000	36.25399
23	1	ETECS03 IDH2-1	A	23		-		-	Compound				1/25/2022 13:32	1423080	45.46161
24	1	ETECS03 IDH2-1	A	24		-		-	Compound				1/25/2022 13:32	1249280	27.69646
25	1	ETECS03 IDH2-1	B	1		-		-	Compound				1/25/2022 13:32	1561600	59.62057
26	1	ETECS03 IDH2-1	B	2	SW197746-5	0.5	SW218076-3	40	Compound				1/25/2022 13:32	267240	-72.68378
27	1	ETECS03 IDH2-1	B	3	SW197746-5	0.2777778	SW218076-3	40	Compound				1/25/2022 13:32	268120	-72.59383
28	1	ETECS03 IDH2-1	B	4	SW197746-5	0.154321	SW218076-3	40	Compound				1/25/2022 13:32	258960	-73.53014
29	1	ETECS03 IDH2-1	B	5	SW197746-5	0.08573388	SW218076-3	40	Compound				1/25/2022 13:32	309640	-68.34982
30	1	ETECS03 IDH2-1	B	6	SW197746-5	0.04762993	SW218076-3	40	Compound				1/25/2022 13:32	284720	-70.89705
31	1	ETECS03 IDH2-1	B	7	SW197746-5	0.02646107	SW218076-3	40	Compound				1/25/2022 13:32	365880	-62.60119
32	1	ETECS03 IDH2-1	B	8	SW197746-5	0.0147006	SW218076-3	40	Compound				1/25/2022 13:32	373960	-61.77529
33	1	ETECS03 IDH2-1	B	9	SW197746-5	0.008166998	SW218076-3	40	Compound				1/25/2022 13:32	334160	-65.84348
34	1	ETECS03 IDH2-1	B	10	SW197746-5	0.004537221	SW218076-3	40	Compound				1/25/2022 13:32	354040	-63.81143
35	1	ETECS03 IDH2-1	B	11	SW197746-5	0.002520679	SW218076-3	40	Compound				1/25/2022 13:32	332280	-66.03565
36	1	ETECS03 IDH2-1	B	12	SW197746-5	0	SW218076-3	40	Compound				1/25/2022 13:32	336160	-65.63905
37	1	ETECS03 IDH2-1	B	13	SW197746-5	0.5	SW337295-1	50	Compound				1/25/2022 13:32	107520	-89.00973
38	1	ETECS03 IDH2-1	B	14	SW197746-5	0.2777778	SW337295-1	50	Compound				1/25/2022 13:32	103800	-89.38998
39	1	ETECS03 IDH2-1	B	15	SW197746-5	0.154321	SW337295-1	50	Compound				1/25/2022 13:32	109840	-88.77259
40	1	ETECS03 IDH2-1	B	16	SW197746-5	0.08573388	SW337295-1	50	Compound				1/25/2022 13:32	104080	-89.36135
41	1	ETECS03 IDH2-1	B	17	SW197746-5	0.04762993	SW337295-1	50	Compound				1/25/2022 13:32	119600	-87.77496
42	1	ETECS03 IDH2-1	B	18	SW197746-5	0.02646107	SW337295-1	50	Compound				1/25/2022 13:32	106000	-89.1651
43	1	ETECS03 IDH2-1	B	19	SW197746-5	0.0147006	SW337295-1	50	Compound				1/25/2022 13:32	104160	-89.35318
44	1	ETECS03 IDH2-1	B	20	SW197746-5	0.008166998	SW337295-1	50	Compound				1/25/2022 13:32	90920	-90.70652
45	1	ETECS03 IDH2-1	B	21	SW197746-5	0.004537221	SW337295-1	50	Compound				1/25/2022 13:32	72640	-92.57503
46	1	ETECS03 IDH2-1	B	22	SW197746-5	0.002520679	SW337295-1	50	Compound				1/25/2022 13:32	65520	-93.3028
47	1	ETECS03 IDH2-1	B	23	SW197746-5	0	SW337295-1	50	Compound				1/25/2022 13:32	69880	-92.85714
48	1	ETECS03 IDH2-1	B	24		-		-	Compound				1/25/2022 13:32	1424040	45.55973
49	1	ETECS03 IDH2-1	C	1		-		-	Compound				1/25/2022 13:32	1018320	4.088642
50	1	ETECS03 IDH2-1	C	2	SW197746-5	0.5	SW218076-3	16.66667	Compound				1/25/2022 13:32	389520	-60.18481
51	1	ETECS03 IDH2-1	C	3	SW197746-5	0.2777778	SW218076-3	16.66667	Compound				1/25/2022 13:32	275920	-71.79655
52	1	ETECS03 IDH2-1	C	4	SW197746-5	0.154321	SW218076-3	16.66667	Compound				1/25/2022 13:32	282000	-71.17507
53	1	ETECS03 IDH2-1	C	5	SW197746-5	0.08573388	SW218076-3	16.66667	Compound				1/25/2022 13:32	189280	-80.65255
54	1	ETECS03 IDH2-1	C	6	SW197746-5	0.04762993	SW218076-3	16.66667	Compound				1/25/2022 13:32	132360	-86.47068
55	1	ETECS03 IDH2-1	C	7	SW197746-5	0.02646107	SW218076-3	16.66667	Compound				1/25/2022 13:32	155600	-84.09518
56	1	ETECS03 IDH2-1	C	8	SW197746-5	0.0147006	SW218076-3	16.66667	Compound				1/25/2022 13:32	191920	-80.3827
57	1	ETECS03 IDH2-1	C	9	SW197746-5	0.008166998	SW218076-3	16.66667	Compound				1/25/2022 13:32	340840	-65.16068
58	1	ETECS03 IDH2-1	C	10	SW197746-5	0.004537221	SW218076-3	16.66667	Compound				1/25/2022 13:32	493120	-49.59522
59	1	ETECS03 IDH2-1	C	11	SW197746-5	0.002520679	SW218076-3	16.66667	Compound				1/25/2022 13:32	592440	-39.44313
60	1	ETECS03 IDH2-1	C	12	SW197746-5	0	SW218076-3	16.66667	Compound				1/25/2022 13:32	665000	-32.02633
61	1	ETECS03 IDH2-1	C	13	SW197746-5	0.5	SW337295-1	21.73913	Compound				1/25/2022 13:32	275040	-71.8865
62	1	ETECS03 IDH2-1	C	14	SW197746-5	0.2777778	SW337295-1	21.73913	Compound				1/25/2022 13:32	229240	-76.56799
63	1	ETECS03 IDH2-1	C	15	SW197746-5	0.154321	SW337295-1	21.73913	Compound				1/25/2022 13:32	222240	-77.28351
64	1	ETECS03 IDH2-1	C	16	SW197746-5	0.08573388	SW337295-1	21.73913	Compound				1/25/2022 13:32	208520	-78.68591
65	1	ETECS03 IDH2-1	C	17	SW197746-5	0.04762993	SW337295-1	21.73913	Compound				1/25/2022 13:32	214400	-78.08488
66	1	ETECS03 IDH2-1	C	18	SW197746-5	0.02646107	SW337295-1	21.73913	Compound				1/25/2022 13:32	237240	-75.75027
67	1	ETECS03 IDH2-1	C	19	SW197746-5	0.0147006	SW337295-1	21.73913	Compound				1/25/2022 13:32	210840	-78.44877
68	1	ETECS03 IDH2-1	C	20	SW197746-5	0.008166998	SW337295-1	21.73913	Compound				1/25/2022 13:32	193440	-80.22733
69	1	ETECS03 IDH2-1	C	21	SW197746-5	0.004537221	SW337295-1	21.73913	Compound				1/25/2022 13:32	171920	-82.42702
70	1	ETECS03 IDH2-1	C	22	SW197746-5	0.002520679	SW337295-1	21.73913	Compound				1/25/2022 13:32	112920	-88.45776
71	1	ETECS03 IDH2-1	C	23	SW197746-5	0	SW337295-1	21.73913	Compound				1/25/2022 13:32	86080	-91.20124
72	1	ETECS03 IDH2-1	C	24		-		-	Compound				1/25/2022 13:32	1526960	56.07981
73	1	ETECS03 IDH2-1	D	1		-		-	Compound				1/25/2022 13:32	1672600	70.96655
74	1	ETECS03 IDH2-1	D	2	SW197746-5	0.5	SW218076-3	6.944445	Compound				1/25/2022 13:32	379680	-61.19061
75	1	ETECS03 IDH2-1	D	3	SW197746-5	0.2777778	SW218076-3	6.944445	Compound				1/25/2022 13:32	386160	-60.52825
76	1	ETECS03 IDH2-1	D	4	SW197746-5	0.154321	SW218076-3	6.944445	Compound				1/25/2022 13:32	364080	-62.78518
77	1	ETECS03 IDH2-1	D	5	SW197746-5	0.08573388	SW218076-3	6.944445	Compound				1/25/2022 13:32	416520	-57.42497
78	1	ETECS03 IDH2-1	D	6	SW197746-5	0.04762993	SW218076-3	6.944445	Compound				1/25/2022 13:32	400040	-59.10949
79	1	ETECS03 IDH2-1	D	7	SW197746-5	0.02646107	SW218076-3	6.944445	Compound				1/25/2022 13:32	382000	-60.95347
80	1	ETECS03 IDH2-1	D	8	SW197746-5	0.0147006	SW218076-3	6.944445	Compound				1/25/2022 13:32	449440	-54.06002
81	1	ETECS03 IDH2-1	D	9	SW197746-5	0.008166998	SW218076-3	6.944445	Compound				1/25/2022 13:32	370520	-62.12691
82	1	ETECS03 IDH2-1	D	10	SW197746-5	0.004537221	SW218076-3	6.944445	Compound				1/25/2022 13:32	414800	-57.60078
83	1	ETECS03 IDH2-1	D	11	SW197746-5	0.002520679	SW218076-3	6.944445	Compound				1/25/2022 13:32	449600	-54.04367
84	1	ETECS03 IDH2-1	D	12	SW197746-5	0	SW218076-3	6.944445	Compound				1/25/2022 13:32	462000	-52.77619
85	1	ETECS03 IDH2-1	D	13	SW197746-5	0.5	SW337295-1	9.451796	Compound				1/25/2022 13:32	221320	-77.37755
86	1	ETECS03 IDH2-1	D	14	SW197746-5	0.2777778	SW337295-1	9.451796	Compound				1/25/2022 13:32	246480	-74.80579
87	1	ETECS03 IDH2-1	D	15	SW197746-5	0.154321	SW337295-1	9.451796	Compound				1/25/2022 13:32	338240	-65.42645
88	1	ETECS03 IDH2-1	D	16	SW197746-5	0.08573388	SW337295-1	9.451796	Compound				1/25/2022 13:32	356400	-63.5702
89	1	ETECS03 IDH2-1	D	17	SW197746-5	0.04762993	SW337295-1	9.451796	Compound				1/25/2022 13:32	369720	-62.20868
90	1	ETECS03 IDH2-1	D	18	SW197746-5	0.02646107	SW337295-1	9.451796	Compound				1/25/2022 13:32	481760	-50.7564
91	1	ETECS03 IDH2-1	D	19	SW197746-5	0.0147006	SW337295-1	9.451796	Compound				1/25/2022 13:32	566400	-42.10483
92	1	ETECS03 IDH2-1	D	20	SW197746-5	0.008166998	SW337295-1	9.451796	Compound				1/25/2022 13:32	419440	-57.1265
93	1	ETECS03 IDH2-1	D	21	SW197746-5	0.004537221	SW337295-1	9.451796	Compound				1/25/2022 13:32	316000	-67.69973
94	1	ETECS03 IDH2-1	D	22	SW197746-5	0.002520679	SW337295-1	9.451796	Compound				1/25/2022 13:32	225680	-76.93188
95	1	ETECS03 IDH2-1	D	23	SW197746-5	0	SW337295-1	9.451796	Compound				1/25/2022 13:32	171200	-82.50061
96	1	ETECS03 IDH2-1	D	24		-		-	Compound				1/25/2022 13:32	1380440	41.10312
97	1	ETECS03 IDH2-1	E	1		-		-	Compound				1/25/2022 13:32	1001560	2.375501
98	1	ETECS03 IDH2-1	E	2	SW197746-5	0.5	SW218076-3	2.893518	Compound				1/25/2022 13:32	425640	-56.49276
99	1	ETECS03 IDH2-1	E	3	SW197746-5	0.2777778	SW218076-3	2.893518	Compound				1/25/2022 13:32	369600	-62.22095
100	1	ETECS03 IDH2-1	E	4	SW197746-5	0.154321	SW218076-3	2.893518	Compound				1/25/2022 13:32	292200	-70.13247
101	1	ETECS03 IDH2-1	E	5	SW197746-5	0.08573388	SW218076-3	2.893518	Compound				1/25/2022 13:32	237360	-75.738
102	1	ETECS03 IDH2-1	E	6	SW197746-5	0.04762993	SW218076-3	2.893518	Compound				1/25/2022 13:32	260400	-73.38294
103	1	ETECS03 IDH2-1	E	7	SW197746-5	0.02646107	SW218076-3	2.893518	Compound				1/25/2022 13:32	338280	-65.42236
104	1	ETECS03 IDH2-1	E	8	SW197746-5	0.0147006	SW218076-3	2.893518	Compound				1/25/2022 13:32	425120	-56.54591
105	1	ETECS03 IDH2-1	E	9	SW197746-5	0.008166998	SW218076-3	2.893518	Compound				1/25/2022 13:32	502520	-48.63439
106	1	ETECS03 IDH2-1	E	10	SW197746-5	0.004537221	SW218076-3	2.893518	Compound				1/25/2022 13:32	756960	-22.62654
107	1	ETECS03 IDH2-1	E	11	SW197746-5	0.002520679	SW218076-3	2.893518	Compound				1/25/2022 13:32	1067600	9.125849
108	1	ETECS03 IDH2-1	E	12	SW197746-5	0	SW218076-3	2.893518	Compound				1/25/2022 13:32	1084120	10.81446
109	1	ETECS03 IDH2-1	E	13	SW197746-5	0.5	SW337295-1	4.109477	Compound				1/25/2022 13:32	466160	-52.35097
110	1	ETECS03 IDH2-1	E	14	SW197746-5	0.2777778	SW337295-1	4.109477	Compound				1/25/2022 13:32	473920	-51.55777
111	1	ETECS03 IDH2-1	E	15	SW197746-5	0.154321	SW337295-1	4.109477	Compound				1/25/2022 13:32	525840	-46.25071
112	1	ETECS03 IDH2-1	E	16	SW197746-5	0.08573388	SW337295-1	4.109477	Compound				1/25/2022 13:32	511000	-47.7676
113	1	ETECS03 IDH2-1	E	17	SW197746-5	0.04762993	SW337295-1	4.109477	Compound				1/25/2022 13:32	663120	-32.2185
114	1	ETECS03 IDH2-1	E	18	SW197746-5	0.02646107	SW337295-1	4.109477	Compound				1/25/2022 13:32	856520	-12.44991
115	1	ETECS03 IDH2-1	E	19	SW197746-5	0.0147006	SW337295-1	4.109477	Compound				1/25/2022 13:32	1004360	2.661706
116	1	ETECS03 IDH2-1	E	20	SW197746-5	0.008166998	SW337295-1	4.109477	Compound				1/25/2022 13:32	648080	-33.75583
117	1	ETECS03 IDH2-1	E	21	SW197746-5	0.004537221	SW337295-1	4.109477	Compound				1/25/2022 13:32	649360	-33.62499
118	1	ETECS03 IDH2-1	E	22	SW197746-5	0.002520679	SW337295-1	4.109477	Compound				1/25/2022 13:32	659480	-32.59056
119	1	ETECS03 IDH2-1	E	23	SW197746-5	0	SW337295-1	4.109477	Compound				1/25/2022 13:32	384560	-60.6918
120	1	ETECS03 IDH2-1	E	24		-		-	Compound				1/25/2022 13:32	1569880	60.46692
121	1	ETECS03 IDH2-1	F	1		-		-	Compound				1/25/2022 13:32	1471240	50.38433
122	1	ETECS03 IDH2-1	F	2	SW197746-5	0.5	SW218076-3	1.205633	Compound				1/25/2022 13:32	344960	-64.73956
123	1	ETECS03 IDH2-1	F	3	SW197746-5	0.2777778	SW218076-3	1.205633	Compound				1/25/2022 13:32	391320	-60.00082
124	1	ETECS03 IDH2-1	F	4	SW197746-5	0.154321	SW218076-3	1.205633	Compound				1/25/2022 13:32	442720	-54.74691
125	1	ETECS03 IDH2-1	F	5	SW197746-5	0.08573388	SW218076-3	1.205633	Compound				1/25/2022 13:32	504320	-48.45041
126	1	ETECS03 IDH2-1	F	6	SW197746-5	0.04762993	SW218076-3	1.205633	Compound				1/25/2022 13:32	682720	-30.21506
127	1	ETECS03 IDH2-1	F	7	SW197746-5	0.02646107	SW218076-3	1.205633	Compound				1/25/2022 13:32	743800	-23.97171
128	1	ETECS03 IDH2-1	F	8	SW197746-5	0.0147006	SW218076-3	1.205633	Compound				1/25/2022 13:32	829160	-15.24654
129	1	ETECS03 IDH2-1	F	9	SW197746-5	0.008166998	SW218076-3	1.205633	Compound				1/25/2022 13:32	810520	-17.15185
130	1	ETECS03 IDH2-1	F	10	SW197746-5	0.004537221	SW218076-3	1.205633	Compound				1/25/2022 13:32	778680	-20.40641
131	1	ETECS03 IDH2-1	F	11	SW197746-5	0.002520679	SW218076-3	1.205633	Compound				1/25/2022 13:32	927240	-5.221196
132	1	ETECS03 IDH2-1	F	12	SW197746-5	0	SW218076-3	1.205633	Compound				1/25/2022 13:32	783760	-19.88715
133	1	ETECS03 IDH2-1	F	13	SW197746-5	0.5	SW337295-1	1.786729	Compound				1/25/2022 13:32	366120	-62.57666
134	1	ETECS03 IDH2-1	F	14	SW197746-5	0.2777778	SW337295-1	1.786729	Compound				1/25/2022 13:32	406120	-58.48802
135	1	ETECS03 IDH2-1	F	15	SW197746-5	0.154321	SW337295-1	1.786729	Compound				1/25/2022 13:32	421360	-56.93025
136	1	ETECS03 IDH2-1	F	16	SW197746-5	0.08573388	SW337295-1	1.786729	Compound				1/25/2022 13:32	625240	-36.09044
137	1	ETECS03 IDH2-1	F	17	SW197746-5	0.04762993	SW337295-1	1.786729	Compound				1/25/2022 13:32	772960	-20.99109
138	1	ETECS03 IDH2-1	F	18	SW197746-5	0.02646107	SW337295-1	1.786729	Compound				1/25/2022 13:32	939320	-3.986426
139	1	ETECS03 IDH2-1	F	19	SW197746-5	0.0147006	SW337295-1	1.786729	Compound				1/25/2022 13:32	964480	-1.41467
140	1	ETECS03 IDH2-1	F	20	SW197746-5	0.008166998	SW337295-1	1.786729	Compound				1/25/2022 13:32	1002480	2.46954
141	1	ETECS03 IDH2-1	F	21	SW197746-5	0.004537221	SW337295-1	1.786729	Compound				1/25/2022 13:32	829320	-15.23019
142	1	ETECS03 IDH2-1	F	22	SW197746-5	0.002520679	SW337295-1	1.786729	Compound				1/25/2022 13:32	859760	-12.11873
143	1	ETECS03 IDH2-1	F	23	SW197746-5	0	SW337295-1	1.786729	Compound				1/25/2022 13:32	810960	-17.10688
144	1	ETECS03 IDH2-1	F	24		-		-	Compound				1/25/2022 13:32	1715280	75.32913
145	1	ETECS03 IDH2-1	G	1		-		-	Compound				1/25/2022 13:32	1208160	23.49334
146	1	ETECS03 IDH2-1	G	2	SW197746-5	0.5	SW218076-3	0.502347	Compound				1/25/2022 13:32	558080	-42.95527
147	1	ETECS03 IDH2-1	G	3	SW197746-5	0.2777778	SW218076-3	0.502347	Compound				1/25/2022 13:32	328880	-66.38319
148	1	ETECS03 IDH2-1	G	4	SW197746-5	0.154321	SW218076-3	0.502347	Compound				1/25/2022 13:32	352840	-63.93409
149	1	ETECS03 IDH2-1	G	5	SW197746-5	0.08573388	SW218076-3	0.502347	Compound				1/25/2022 13:32	310000	-68.31303
150	1	ETECS03 IDH2-1	G	6	SW197746-5	0.04762993	SW218076-3	0.502347	Compound				1/25/2022 13:32	333920	-65.86802
151	1	ETECS03 IDH2-1	G	7	SW197746-5	0.02646107	SW218076-3	0.502347	Compound				1/25/2022 13:32	443640	-54.65287
152	1	ETECS03 IDH2-1	G	8	SW197746-5	0.0147006	SW218076-3	0.502347	Compound				1/25/2022 13:32	470760	-51.88078
153	1	ETECS03 IDH2-1	G	9	SW197746-5	0.008166998	SW218076-3	0.502347	Compound				1/25/2022 13:32	908400	-7.146946
154	1	ETECS03 IDH2-1	G	10	SW197746-5	0.004537221	SW218076-3	0.502347	Compound				1/25/2022 13:32	1434520	46.63096
155	1	ETECS03 IDH2-1	G	11	SW197746-5	0.002520679	SW218076-3	0.502347	Compound				1/25/2022 13:32	1980760	102.4655
156	1	ETECS03 IDH2-1	G	12	SW197746-5	0	SW218076-3	0.502347	Compound				1/25/2022 13:32	2222560	127.1813
157	1	ETECS03 IDH2-1	G	13	SW197746-5	0.5	SW337295-1	0.7768387	Compound				1/25/2022 13:32	622000	-36.42162
158	1	ETECS03 IDH2-1	G	14	SW197746-5	0.2777778	SW337295-1	0.7768387	Compound				1/25/2022 13:32	789760	-19.27386
159	1	ETECS03 IDH2-1	G	15	SW197746-5	0.154321	SW337295-1	0.7768387	Compound				1/25/2022 13:32	714120	-27.00548
160	1	ETECS03 IDH2-1	G	16	SW197746-5	0.08573388	SW337295-1	0.7768387	Compound				1/25/2022 13:32	729000	-25.4845
161	1	ETECS03 IDH2-1	G	17	SW197746-5	0.04762993	SW337295-1	0.7768387	Compound				1/25/2022 13:32	933760	-4.554747
162	1	ETECS03 IDH2-1	G	18	SW197746-5	0.02646107	SW337295-1	0.7768387	Compound				1/25/2022 13:32	987440	0.9322103
163	1	ETECS03 IDH2-1	G	19	SW197746-5	0.0147006	SW337295-1	0.7768387	Compound				1/25/2022 13:32	940040	-3.91283
164	1	ETECS03 IDH2-1	G	20	SW197746-5	0.008166998	SW337295-1	0.7768387	Compound				1/25/2022 13:32	1105040	12.95282
165	1	ETECS03 IDH2-1	G	21	SW197746-5	0.004537221	SW337295-1	0.7768387	Compound				1/25/2022 13:32	1254520	28.23207
166	1	ETECS03 IDH2-1	G	22	SW197746-5	0.002520679	SW337295-1	0.7768387	Compound				1/25/2022 13:32	1140560	16.58353
167	1	ETECS03 IDH2-1	G	23	SW197746-5	0	SW337295-1	0.7768387	Compound				1/25/2022 13:32	1058120	8.15684
168	1	ETECS03 IDH2-1	G	24		-		-	Compound				1/25/2022 13:32	1509080	54.25219
169	1	ETECS03 IDH2-1	H	1		-		-	Compound				1/25/2022 13:32	1600840	63.63153
170	1	ETECS03 IDH2-1	H	2	SW197746-5	0.5	SW218076-3	0.2093112	Compound				1/25/2022 13:32	362000	-62.99779
171	1	ETECS03 IDH2-1	H	3	SW197746-5	0.2777778	SW218076-3	0.2093112	Compound				1/25/2022 13:32	444840	-54.53022
172	1	ETECS03 IDH2-1	H	4	SW197746-5	0.154321	SW218076-3	0.2093112	Compound				1/25/2022 13:32	573840	-41.34435
173	1	ETECS03 IDH2-1	H	5	SW197746-5	0.08573388	SW218076-3	0.2093112	Compound				1/25/2022 13:32	652240	-33.33061
174	1	ETECS03 IDH2-1	H	6	SW197746-5	0.04762993	SW218076-3	0.2093112	Compound				1/25/2022 13:32	854800	-12.62573
175	1	ETECS03 IDH2-1	H	7	SW197746-5	0.02646107	SW218076-3	0.2093112	Compound				1/25/2022 13:32	849480	-13.16951
176	1	ETECS03 IDH2-1	H	8	SW197746-5	0.0147006	SW218076-3	0.2093112	Compound				1/25/2022 13:32	965440	-1.316543
177	1	ETECS03 IDH2-1	H	9	SW197746-5	0.008166998	SW218076-3	0.2093112	Compound				1/25/2022 13:32	1193480	21.9928
178	1	ETECS03 IDH2-1	H	10	SW197746-5	0.004537221	SW218076-3	0.2093112	Compound				1/25/2022 13:32	999640	2.179246
179	1	ETECS03 IDH2-1	H	11	SW197746-5	0.002520679	SW218076-3	0.2093112	Compound				1/25/2022 13:32	1142600	16.79205
180	1	ETECS03 IDH2-1	H	12	SW197746-5	0	SW218076-3	0.2093112	Compound				1/25/2022 13:32	1139280	16.45269
181	1	ETECS03 IDH2-1	H	13	SW197746-5	0.5	SW337295-1	0.3377559	Compound				1/25/2022 13:32	344360	-64.80088
182	1	ETECS03 IDH2-1	H	14	SW197746-5	0.2777778	SW337295-1	0.3377559	Compound				1/25/2022 13:32	542520	-44.54575
183	1	ETECS03 IDH2-1	H	15	SW197746-5	0.154321	SW337295-1	0.3377559	Compound				1/25/2022 13:32	550160	-43.76482
184	1	ETECS03 IDH2-1	H	16	SW197746-5	0.08573388	SW337295-1	0.3377559	Compound				1/25/2022 13:32	638440	-34.74119
185	1	ETECS03 IDH2-1	H	17	SW197746-5	0.04762993	SW337295-1	0.3377559	Compound				1/25/2022 13:32	711000	-27.32439
186	1	ETECS03 IDH2-1	H	18	SW197746-5	0.02646107	SW337295-1	0.3377559	Compound				1/25/2022 13:32	990800	1.275656
187	1	ETECS03 IDH2-1	H	19	SW197746-5	0.0147006	SW337295-1	0.3377559	Compound				1/25/2022 13:32	999800	2.195601
188	1	ETECS03 IDH2-1	H	20	SW197746-5	0.008166998	SW337295-1	0.3377559	Compound				1/25/2022 13:32	1201800	22.84324
189	1	ETECS03 IDH2-1	H	21	SW197746-5	0.004537221	SW337295-1	0.3377559	Compound				1/25/2022 13:32	1049200	7.245073
190	1	ETECS03 IDH2-1	H	22	SW197746-5	0.002520679	SW337295-1	0.3377559	Compound				1/25/2022 13:32	919040	-6.059367
191	1	ETECS03 IDH2-1	H	23	SW197746-5	0	SW337295-1	0.3377559	Compound				1/25/2022 13:32	1143560	16.89018
192	1	ETECS03 IDH2-1	H	24		-		-	Compound				1/25/2022 13:32	1333800	36.33576
193	1	ETECS03 IDH2-1	I	1		-		-	Compound				1/25/2022 13:32	1040240	6.329217
194	1	ETECS03 IDH2-1	I	2	SW197746-5	0.5	SW218076-3	0.0872	Compound				1/25/2022 13:32	456600	-53.32816
195	1	ETECS03 IDH2-1	I	3	SW197746-5	0.2777778	SW218076-3	0.0872	Compound				1/25/2022 13:32	405360	-58.5657
196	1	ETECS03 IDH2-1	I	4	SW197746-5	0.154321	SW218076-3	0.0872	Compound				1/25/2022 13:32	482800	-50.65009
197	1	ETECS03 IDH2-1	I	5	SW197746-5	0.08573388	SW218076-3	0.0872	Compound				1/25/2022 13:32	468040	-52.1588
198	1	ETECS03 IDH2-1	I	6	SW197746-5	0.04762993	SW218076-3	0.0872	Compound				1/25/2022 13:32	505320	-48.34819
199	1	ETECS03 IDH2-1	I	7	SW197746-5	0.02646107	SW218076-3	0.0872	Compound				1/25/2022 13:32	441720	-54.84913
200	1	ETECS03 IDH2-1	I	8	SW197746-5	0.0147006	SW218076-3	0.0872	Compound				1/25/2022 13:32	633120	-35.28498
201	1	ETECS03 IDH2-1	I	9	SW197746-5	0.008166998	SW218076-3	0.0872	Compound				1/25/2022 13:32	844000	-13.72966
202	1	ETECS03 IDH2-1	I	10	SW197746-5	0.004537221	SW218076-3	0.0872	Compound				1/25/2022 13:32	1341560	37.12896
203	1	ETECS03 IDH2-1	I	11	SW197746-5	0.002520679	SW218076-3	0.0872	Compound				1/25/2022 13:32	1857600	89.87653
204	1	ETECS03 IDH2-1	I	12	SW197746-5	0	SW218076-3	0.0872	Compound				1/25/2022 13:32	1962960	100.646
205	1	ETECS03 IDH2-1	I	13	SW197746-5	0.5	SW337295-1	0.1468504	Compound				1/25/2022 13:32	570200	-41.71641
206	1	ETECS03 IDH2-1	I	14	SW197746-5	0.2777778	SW337295-1	0.1468504	Compound				1/25/2022 13:32	576080	-41.11538
207	1	ETECS03 IDH2-1	I	15	SW197746-5	0.154321	SW337295-1	0.1468504	Compound				1/25/2022 13:32	593160	-39.36953
208	1	ETECS03 IDH2-1	I	16	SW197746-5	0.08573388	SW337295-1	0.1468504	Compound				1/25/2022 13:32	848800	-13.23902
209	1	ETECS03 IDH2-1	I	17	SW197746-5	0.04762993	SW337295-1	0.1468504	Compound				1/25/2022 13:32	930120	-4.926813
210	1	ETECS03 IDH2-1	I	18	SW197746-5	0.02646107	SW337295-1	0.1468504	Compound				1/25/2022 13:32	1054200	7.756154
211	1	ETECS03 IDH2-1	I	19	SW197746-5	0.0147006	SW337295-1	0.1468504	Compound				1/25/2022 13:32	950200	-2.874315
212	1	ETECS03 IDH2-1	I	20	SW197746-5	0.008166998	SW337295-1	0.1468504	Compound				1/25/2022 13:32	1030640	5.347943
